	Bcl6	Cebpg	Eomes	Epas1	Esrra	Ets1	Ets2	Evx1	Foxm1	Foxo1	Gfi1	Irf3	Irf5	Irf7	Irf8	Klf8	Maf	Meis3	Nr3c1	Nr4a2	Runx2	Stat3	Tbx21	Tgif1	Trp53	Vdr	Zeb1
Ctnnb1	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctnnd2	0	0	0	0	-1.0	-1.0	0	0	-1.0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	-1.0	0	0	0	0	0	0
Ctsa	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	0	0	0	0	1.0	0	0	0
Ctsd	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	1.0	0	0
Ctse	0	0	0	0	0	-1.0	-1.0	0	0	-1.0	0	0	0	0	-0.5	0	0	0	0	0	0	-1.0	0	0	0	0	0
Ctss	-1.0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Ctsw	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Cubn	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0
Cuedc1	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
Cwc27	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0
Cx3cr1	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Cxcr3	0	0	0.5	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0.5	0	1.0	0	0	0	1.0	1.0	1.0	0	1.0	0	0
Cxcr6	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0
Cxxc5	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0.5	0	0	0.5	1.0	0	1.0	1.0	0	0	1.0	0	0
Cyb561d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Cybb	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	1.0	1.0	0	1.0	0	0	1.0
Cysltr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-1.0	0	0	0	0	0
Cyth2	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	1.0	0	0	0
Cyth4	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0.5	0	0	0	1.0	0	1.0	1.0	0	0	0	0	1.0
D17h6s53e	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D330045a20rik	0	0	-0.5	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
D930015e06rik	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
Daam2	-1.0	0	-0.5	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	-1.0	0	0	0	0
Dach2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Dagla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Dapk1	-1.0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Dapk2	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0.5	1.0	0	0	1.0	0	1.0	1.0	1.0	0	0	0	0
Dars	-1.0	0	0	0	-1.0	-1.0	0	0	0	-1.0	0	-1.0	0	-1.0	-0.5	0	0	0	0	0	0	-1.0	0	0	0	0	0
Dars2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Dck	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dclk2	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0
Dclre1a	0	0	0	0	0	-1.0	-1.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcps	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Dctn6	0	0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0	-1.0	0	0	0	0	0
Ddc	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Ddit4	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx10	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-1.0	0	0	0	0	0
Ddx28	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	0
Ddx43	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Ddx58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Decr1	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dedd2	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	1.0	0	1.0	0	0	0	0	0	0
Dennd1a	-1.0	0	0	0	0	-1.0	-1.0	0	0	-1.0	0	-1.0	-1.0	0	-0.5	0	-1.0	0	-1.0	0	-1.0	-1.0	0	0	0	0	0
Dennd3	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd4a	1.0	0	0.5	0	0	1.0	0	0	0	1.0	0	0	0	0	0.5	0	0	0	0	0	1.0	1.0	0	0	0	0	0
Depdc1b	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	0	0	0	1.0	1.0	0	0	0
Dera	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dexi	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Dgat1	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgat2	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgka	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0.5	0	0	0.5	1.0	0	0	0	0	0	0	0	1.0
Dguok	0	0	0	0	0	0	-1.0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	-1.0	0	-1.0	0	0	0	0	0	0
Dhcr7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Dhps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0
Dhrs3	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0
Dhrs9	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Dhx37	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Diap1	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
Diap3	0	0	-0.5	0	0	-1.0	-1.0	0	0	-1.0	0	-1.0	-1.0	-1.0	-0.5	0	0	0	-1.0	0	-1.0	-1.0	0	0	0	0	0
Dip2a	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Dixdc1	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dkk3	0	0	-0.5	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dleu2	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Dlg5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Dlgap1	0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	0	-1.0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Dmrta1	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0.5	0	0	0	1.0	0	0	0	0	0	0	0	0
Dnajb14	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	0	0	-1.0	-1.0	0	0	0	0
Dnajc1	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Dnajc10	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc15	0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0
Dnajc9	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dock8	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0
Dock9	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dopey2	1.0	0	0.5	1.0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	0	0.5	1.0	0	0	1.0	0	1.0	1.0	1.0	0	0	0	0
Dpep2	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-1.0	0	0	0	0	0
Dpp4	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dppa2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Dram1	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Dse	0	1.0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0.5	0	1.0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	0	1.0
Dstn	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0
Dthd1	0	0	0	0	0	-1.0	0	-1.0	0	0	0	-1.0	0	0	-0.5	0	0	0	0	0	0	-1.0	0	0	0	0	0
Dtnb	0	0	0	0	0	0	0	0	-1.0	0	0	-1.0	-1.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0
Dtx1	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtx3l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0
Dusp10	-1.0	0	0	0	0	-1.0	0	0	-1.0	0	0	0	0	0	-0.5	0	0	0	-1.0	0	0	0	0	0	0	0	0
Dusp2	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	0	1.0	0	0	0	0	0
Dusp5	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Dusp6	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Dyrk3	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Dzip1	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Dzip3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
E230016k23rik	0	0	0.5	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0.5	0	0	1.0	0	1.0	0	0	0.5	1.0
E2f3	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0	0	0
E330009j07rik	1.0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0.5	0	0	0	0	0	1.0	0	0	0	0	0	0
E330013p04rik	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Ebna1bp2	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Ece1	1.0	0	0.5	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0
Edaradd	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edem1	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0
Ednrb	0	0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eea1	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef2k	-1.0	0	-0.5	0	0	-1.0	-1.0	0	0	-1.0	0	0	-1.0	-1.0	0	0	0	0	-1.0	0	-1.0	-1.0	-1.0	0	0	0	0
Eepd1	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0
Efcab4b	0	0	0.5	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	1.0	0	0	0
Efemp2	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efhc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0
Efhd2	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0
Ehd1	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eid3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
Eif2ak3	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Eif2d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0
Eif4ebp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Eif4g3	0	0	0	0	0	-1.0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	-0.5	0	0	0	0	-1.0	0	0	0	0	0	0	0
Elf1	0	0	0	0	0	-1.0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	-0.5	0	0	0	0	0	0	-1.0	0	0	0	0	0
Elf4	0	0	0.5	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0.5	0
Elk3	0	0	0	0	0	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0
Ell	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Elovl5	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0
Emd	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
Emilin2	1.0	0	0.5	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0
Emp1	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enc1	0	0	0	0	0	-1.0	-1.0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Endod1	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0.5	0	0	0	1.0	0	1.0	0	0	0	0	0	0
Enpp1	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0.5	0	0	0	1.0	0	0	0	0	0	0	0.5	0
Enpp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0
Entpd1	0	1.0	0.5	0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	0	0.5	1.0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0
Entpd5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Epas1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0.5	0
Epb4.1	0	0	0.5	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	1.0	0	0	0	0
Epb4.1l4a	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephb6	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephx1	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0
Eps8	-1.0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	-1.0	0	0	0	0	0
Eps8l3	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erap1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Erc1	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	-0.5	0	0	0	0	0	0	0	-1.0	0	0	0	0
Ermp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Ern1	0	1.0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0
Ero1l	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Esr1	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
Esrra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Esyt1	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etnk1	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Ets1	0	0	0.5	0	0	1.0	1.0	0	0	1.0	0	1.0	0	0	0.5	0	1.0	0	1.0	0	1.0	0	1.0	0	1.0	0	1.0
Etv1	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	1.0	0	0.5	0	0	0	1.0	0	0	0	0	0	0	0	0
Etv3	0	0	-0.5	0	0	-1.0	-1.0	0	0	0	0	0	0	0	-0.5	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0
Etv6	-1.0	0	-0.5	0	0	-1.0	-1.0	0	0	-1.0	0	-1.0	0	-1.0	-0.5	0	0	0	0	0	0	-1.0	0	0	0	0	0
Evi2a	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Evi5	-1.0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0
Exoc4	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	-1.0	-1.0	0	0	0	0	0
Ezr	0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0
F2rl1	0	1.0	0.5	1.0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0
F2rl2	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Faah	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fads1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Faf1	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Fah	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
Fam102b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0.5	0
Fam105a	0	0	0	0	0	-1.0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	-1.0	-1.0	-1.0	0	0	0	0	0	0
Fam110a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
Fam110b	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Fam117a	0	0	-0.5	0	0	0	-1.0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0
Fam117b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Fam118a	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam120c	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam124b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0
Fam126a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Fam129b	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Fam134b	1.0	0	0	0	0	1.0	1.0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	1.0	1.0	0	0	0	1.0	0	1.0
Fam134c	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
Fam155a	0	0	0	0	0	-1.0	-1.0	0	0	0	0	-1.0	0	0	-0.5	0	0	0	-1.0	0	-1.0	-1.0	0	0	0	0	0
Fam166a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
Fam184a	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0.5	0	0	0	0	0	0	1.0	0	0	0	0	1.0
Fam189a1	-1.0	0	-0.5	0	0	-1.0	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	0	-1.0	0	0	0	0	0
Fam189b	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Fam19a3	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	1.0	0	0
Fam20a	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0
Fam3c	0	0	0	0	-1.0	-1.0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Fam46c	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0.5	0
Fam49a	1.0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0.5	1.0	1.0	0	0	0	0	1.0	0	0	1.0	0.5	1.0
Fam49b	0	0	0	0	0	-1.0	-1.0	0	0	-1.0	0	-1.0	0	0	-0.5	0	-1.0	0	0	-1.0	-1.0	0	0	0	0	0	0
Fam53c	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0
Fam65b	1.0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0.5	0	1.0	0.5	0	0	1.0	1.0	0	1.0	0	0	0
Fam69a	0	0	0	0	0	-1.0	-1.0	0	0	0	0	-1.0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Fancl	0	0	0	0	0	-1.0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0
Fap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Fasl	1.0	0	0.5	0	0	0	0	0	0	0	0	1.0	1.0	0	0.5	0	0	0	1.0	1.0	0	0	0	0	0	0	1.0
Fasn	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Fbxo30	-1.0	0	0	0	0	0	0	-1.0	-1.0	0	0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Fbxo42	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Fbxw11	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	1.0	0	1.0	0	0	0	1.0	0	1.0
Fbxw9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Fcer1g	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0
Fcgr3	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0
Fcrl6	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0
Fdx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Fert2	-1.0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
