	Bcl6	Cebpg	Eomes	Epas1	Esrra	Ets1	Ets2	Evx1	Foxm1	Foxo1	Gfi1	Irf3	Irf5	Irf7	Irf8	Klf8	Maf	Meis3	Nr3c1	Nr4a2	Runx2	Stat3	Tbx21	Tgif1	Trp53	Vdr	Zeb1
Ick	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Icos	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Ide	0	0	-0.5	0	0	-1.0	0	0	-1.0	0	0	-1.0	-1.0	-1.0	-0.5	0	0	0	0	0	-1.0	0	0	0	0	0	0
Idh3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
Ier5l	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Ifi203	0	0	-0.5	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	0	0	0	0	0	-1.0	0	-1.0	0	-1.0	0	0	0	0
Ifi204	0	0	-0.5	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	-1.0	0	-1.0	0	-1.0	0	0	0	0
Ifih1	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Ifit2	0	1.0	0.5	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Ifit3	0	0	0.5	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0
Ifitm2	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Ifitm5	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Ifnar1	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0.5	1.0	0	0.5	0	0	1.0	0	0	0	0	0	0
Ifng	0	0	0.5	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0
Ifngr1	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift122	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift80	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0
Ift88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Igf2r	1.0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0.5	0	0	0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.5	1.0
Igsf5	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	1.0	0	1.0	0	0
Igsf9	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igtp	0	0	0.5	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	1.0
Ikbke	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0
Ikzf1	-1.0	0	-0.5	0	0	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0	0	-0.5	0	0	0	-1.0	0	-1.0	-1.0	0	0	0	0	0
Ikzf2	1.0	0	0.5	0	0	0	0	0	0	1.0	0	0	0	0	0.5	0	0	0.5	0	1.0	1.0	1.0	1.0	1.0	1.0	0	0
Ikzf3	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0.5	1.0	0	0	0	1.0	0	1.0	0	0	1.0	0	1.0
Il10ra	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0.5	1.0	0	0	0	1.0	0	1.0	1.0	1.0	0	0	0
Il10rb	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	1.0	1.0	0	0
Il16	1.0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0.5	0	0	0	1.0	0	0	0	0	0	0	0	0
Il18r1	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	1.0	1.0	0	0	0	0
Il18rap	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	0	0	1.0
Il21r	1.0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	1.0	0	0	0
Il2rb	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il4	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il4ra	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	0	0
Immp2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Inf2	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
Inpp5b	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-1.0	0	-1.0	0	0	0	0	0
Ip6k1	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0
Ipcef1	1.0	0	0	0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	0	0.5	1.0	0	0	1.0	1.0	1.0	0	1.0	0	1.0	0.5	1.0
Ipmk	0	0	-0.5	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
Ipo11	-1.0	0	0	0	0	-1.0	-1.0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
Iqgap1	1.0	0	0	0	0	0	1.0	0	0	1.0	0	0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0
Iqsec1	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0.5	0	0	0	0	1.0	0	1.0	0	1.0	0	0	0
Irak2	0	0	0.5	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0
Irak3	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0.5	0	0	0	0	0	1.0	0	0	0	0	0.5	1.0
Irf2bp2	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irf4	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irf7	1.0	0	0.5	0	0	0	0	0	0	0	0	1.0	1.0	0	0.5	1.0	1.0	0	0	0	0	0	0	0	0	0	0
Irg1	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Irgm2	0	0	0.5	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	1.0
Isg20	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isoc1	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itga1	0	1.0	0.5	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	1.0	1.0	1.0	1.0	1.0	0	0	0	0
Itga2	-1.0	0	0	0	0	-1.0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	-0.5	0	0	0	-1.0	0	0	-1.0	-1.0	0	0	0	0
Itga4	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Itga5	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itga6	0	0	0	0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	0	0.5	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0
Itgad	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0
Itgae	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0.5	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0
Itgav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Itgax	0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	1.0	0	0	0	0	0
Itgb1	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	1.0	0.5	0
Itgb2	1.0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	1.0	0.5	1.0	1.0	1.0	1.0	0	1.0	0	0	0
Itgb3	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
Itgb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Itk	1.0	1.0	0	0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	0	0.5	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0
Itm2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0
Itm2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Itpk1	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0.5	0	0	0.5	1.0	0	0	0	0	1.0	0	0	1.0
Itpkb	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0
Itpr1	-1.0	0	-0.5	0	-1.0	-1.0	-1.0	0	0	0	0	0	-1.0	-1.0	0	0	-1.0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	0	0
Itpr2	0	0	-0.5	0	0	-1.0	-1.0	0	0	0	0	-1.0	0	-1.0	-0.5	0	0	0	-1.0	0	-1.0	-1.0	-1.0	0	0	0	0
Itpr3	-1.0	0	-0.5	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0
Itsn1	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	1.0	0	0	0	0	0
Ivns1abp	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-0.5	0	0	0	0	0	-1.0	0	0	0	0	0	0
Jdp2	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	1.0	0	1.0	1.0	0	1.0	0	0	0
Jmjd1c	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	-1.0	0	0	0	0	0	0
Kalrn	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kat2b	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kbtbd11	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0
Kcna4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0
Kcnab1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Kcnab2	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnc3	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnh4	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnip2	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnj8	0	0	0.5	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	1.0
Kcnk5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Kdelc2	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0
Kdm2b	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Kdm4a	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Kdm4d	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0.5	0	1.0	0	0	0	0	1.0	0	1.0	0	0	0
Keap1	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khnyn	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif15	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif23	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Kif3a	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Kif3b	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
Kifap3	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0
Kit	0	0	0	0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	0	0.5	0	1.0	0	0	0	1.0	0	1.0	0	0	0	1.0
Klf12	0	0	0	0	0	-1.0	-1.0	0	0	0	0	-1.0	-1.0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Klf8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0
Klhdc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	1.0	0	0	0	0	0	0
Klhdc3	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Klhl22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Klhl25	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0.5	0	0	0	0	0	0	0	0	1.0	0	0	0
Klra18	0	0	0	0	0	-1.0	0	0	0	-1.0	-1.0	-1.0	-1.0	0	-0.5	0	0	0	-1.0	0	-1.0	-1.0	0	0	0	0	0
Klra5	0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	1.0	0	0.5	0	0	0	1.0	0	1.0	0	0	0	0	0	0
Klrb1a	0	0	0.5	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0
Klrb1b	0	0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	1.0	0	0	0
Klrb1c	0	0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0
Klrc1	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	1.0	0	0
Klrc2	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	1.0	0	0
Klrc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
Klrd1	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0
Klrg1	0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Klri1	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0.5	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0
Klri2	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0.5	0
Klrk1	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0.5	0	0	0	0	1.0	0	0	0	0	0	0	0
Kntc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0
Ktn1	0	0	0	0	0	0	0	0	0	-1.0	0	0	-1.0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Lag3	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Lamc1	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Laptm5	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0
Large	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0
Lat2	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	0	0	0	0
Lats2	0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	1.0	1.0	0	0
Lca5	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Lck	1.0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	1.0	0	1.0	0	0
Lclat1	0	0	0	0	0	-1.0	-1.0	0	0	0	0	-1.0	0	-1.0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Lcmt1	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	-0.5	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0
Ldb2	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0.5	0
Ldlr	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lef1	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0.5	0	1.0	0	1.0	0	0	1.0	0	0	0	0	1.0
Lemd3	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0.5	0	0	0	0	0	1.0	0	0	0
Lfng	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0
Lgals1	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Lgals3	0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	1.0	0	0	0
Lhfpl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Lhpp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
Lif	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Lilrb4	0	0	0	1.0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0
Limch1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Lime1	1.0	1.0	0.5	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0
Lingo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Litaf	0	0	0.5	0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0.5	1.0	1.0	0	1.0	1.0	1.0	0	1.0	0	0	0	1.0
Lmnb1	1.0	0	0.5	0	0	1.0	0	0	0	1.0	0	1.0	0	0	0.5	0	0	0	1.0	0	1.0	1.0	1.0	0	0	0	1.0
Lmo2	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmo4	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0.5	0	0	0	0	0	0	1.0	0	0	0	0	0
Lmtk3	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	1.0	0	0	0
Lpar2	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Lpar5	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0
Lpcat4	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lphn2	0	0	-0.5	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	-1.0	-1.0	0	0	0	0
Lrig1	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Lrrc1	-1.0	0	0	0	0	-1.0	-1.0	-1.0	0	-1.0	0	0	0	0	-0.5	0	-1.0	0	-1.0	0	0	-1.0	-1.0	0	0	0	0
Lrrc25	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc8a	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	1.0
Lrrc8b	0	0	0	1.0	0	1.0	1.0	0	0	0	0	1.0	0	0	0.5	1.0	0	0	0	1.0	0	1.0	0	0	1.0	0.5	0
Lrrc8c	1.0	0	0	0	0	1.0	1.0	0	0	1.0	0	1.0	0	0	0.5	0	0	0.5	0	0	1.0	0	0	1.0	0	0	0
Lrrc8d	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc9	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
Lrrfip1	1.0	0	0.5	0	0	1.0	0	0	0	1.0	0	0	0	0	0.5	0	0	0	0	1.0	1.0	1.0	0	1.0	0	0	0
Lss	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Luzp1	0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Ly6c2	0	0	0.5	0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Ly86	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	-0.5	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0
Ly9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Lyn	1.0	0	0.5	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0
Lypd6b	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0
Lysmd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
Lyst	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Macf1	0	0	0	0	-1.0	-1.0	-1.0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0
Maea	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0
Maff	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	0
Magi1	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
Malt1	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
Man2a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
Manba	0	0	0	0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	-1.0	0	0	0	0	0
Maoa	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k1	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0
Map3k11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
Map3k4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Map4k2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
Map4k3	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0
Mapk14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Mapk8ip1	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapkapk2	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
Mapt	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
March3	1.0	0	0.5	0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	0	0.5	0	1.0	0.5	1.0	0	1.0	1.0	1.0	0	0	0	0
March8	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marveld1	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-1.0	-0.5	0	0	0	0	0	0	0	-1.0	0	0	0	0
Marveld2	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
Max	0	1.0	0.5	0	0	0	0	0	0	0	0	1.0	0	0	0.5	0	1.0	0	0	1.0	1.0	0	1.0	0	1.0	0	1.0
Maz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0
Mbd1	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbd2	1.0	0	0.5	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	0.5	1.0	1.0	1.0	0	0	1.0	0	0	0
