	Bach1	Bcl3	Bcl6	Egr2	Elf3	Etv5	Fos	Fosb	Fosl1	Foxc1	Foxo3	Foxp3	Hivep1	Hoxa2	Hoxa3	Jun	Junb	Lef1	Maf	Maff	Mafg	Meis3	Nfe2	Nfia	Nfic	Nfkb2	Nkx6-2	Nr1d1	Nr4a1	Prdm1	Rara	Relb	Rora	Rorc	Rxrg	Sox7	Tbx21	Tcf7	Tgif1	Thra	Vdr	Zfp105
Dppa2	0	0	0.5	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
Dpy19l3	0	0	0.5	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	0	0
Dpy19l4	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
Drosha	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dse	1.0	0.5	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0
Dstn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	0	0	0	0
Dthd1	0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	0	0	1.0	0	1.0	1.0	1.0	0	0	0	0	1.0	0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	0	0	1.0	0	1.0	0	0	1.0	0
Dtx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtx4	1.0	0.5	0	0	0	0	1.0	0	1.0	0	1.0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	1.0	0	1.0	0	0	1.0	0	1.0	0	0	1.0	1.0	0	1.0	0	0	0	0	0	0
Dusp10	0	-0.5	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0
Dusp12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0
Dusp16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
Dusp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
Dusp4	1.0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dym	1.0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	1.0	1.0	1.0	0	1.0	0	0	1.0	1.0	0	1.0	0	0	0	0	0	1.0
Dyrk2	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Dzip1	0	0	0.5	1.0	1.0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
E230016k23rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	0
E2f3	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	0	0
Ebi3	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ece1	1.0	0	0.5	0	1.0	0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	1.0	0.5	0	1.0	0	1.0	0
Echdc3	0	0	0.5	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edaradd	0	0	0	0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	0	0	0	0	1.0	0	0	1.0	0
Edem1	1.0	0	0.5	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0.5	0	0	0	0	1.0
Edil3	0	0	0	0	0	0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	1.0	0	0
Ednrb	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
Eea1	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0
Eef1g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0
Eef2k	1.0	0	0.5	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	1.0	1.0	0	1.0	0	0	0	1.0	1.0	0	1.0	1.0	0.5	0	0.5	0	0	0	1.0	1.0
Egfl6	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egln3	1.0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egr3	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
Ehd1	0	0.5	0.5	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
Ehd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0
Eid3	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Eif4b	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0
Eif4e3	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4ebp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
Eif4enif1	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elf1	0	0	0	0	0	0	-1.0	0	0	-1.0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
Elk3	1.0	0	0	0	1.0	1.0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	1.0
Elmo1	0	0	0.5	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	0
Elp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Emilin2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0
Eml6	1.0	0.5	0.5	0	1.0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	0	0	1.0	0	1.0	0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	0	1.0	1.0	0	0	0
Emp1	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
Enc1	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Endod1	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enkur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enpep	0	0	0	0	-1.0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0
Enpp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enpp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entpd5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
Epb4.1	0	-0.5	0	0	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	-0.5	-1.0	0	0	0	0
Epb4.1l2	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
Epb4.1l5	0	0	0.5	0	0	1.0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	0	1.0
Epha1	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0
Eps8	1.0	0	0.5	0	0	1.0	1.0	0	1.0	0	1.0	1.0	0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	0	1.0	0	0	0	1.0	1.0	0	1.0	1.0	0	1.0	0	0.5	1.0	0.5	0	0	1.0	0	0
Eps8l3	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0.5	0	0	0	0	0	0	0
Ept1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0
Erap1	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0
Erbb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0
Eri2	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
Ero1l	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
Espn	0	0.5	0.5	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0
Etnk1	1.0	0	0.5	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0.5	0	0	0	0	1.0
Etohi1	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	0
Etv5	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etv6	1.0	0.5	0.5	0	0	0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	1.0	1.0	1.0	1.0	0	1.0	0	1.0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	1.0
Evi5	0	0	0.5	0	0	0	1.0	1.0	1.0	0	1.0	0	0	1.0	0	1.0	1.0	0	0	1.0	0	0	1.0	0	0	0	1.0	1.0	0	1.0	0	0	1.0	0	0.5	1.0	0	0	0	1.0	0	0
Exoc2	1.0	0.5	0	1.0	1.0	0	1.0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0.5	0	0	0	1.0	0
Exoc6b	0	0	0	0	0	1.0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0
Exosc1	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ext2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0.5	0	0	1.0	1.0	0	0	0
Eya2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ezr	0	0.5	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0.5	0	0	0	0	0
F2r	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
F2rl2	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0
Faah	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0
Fah	1.0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.0	0	0	0
Fahd2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
Fam110a	0	0.5	0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
Fam110b	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
Fam122b	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam124b	0	0	0.5	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
Fam129a	1.0	0.5	0	0	1.0	0	1.0	1.0	1.0	0	1.0	0	0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	0	0.5	0	0	0	1.0	1.0	0	0
Fam134b	0	0	0.5	0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	1.0	1.0	0	1.0	1.0	1.0	0	1.0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0.5	0	0	0	0	1.0	0	0
Fam160a2	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam162a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0
Fam169b	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam184b	1.0	0.5	0.5	0	0	0	1.0	0	1.0	0	0	1.0	0	1.0	0	1.0	1.0	1.0	1.0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	0	0	0	0.5	0	0	0	0	0
Fam195a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0
Fam20a	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0
Fam43a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0
Fam46c	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0
Fam49a	0	0	0.5	0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	1.0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	1.0	0	0	0	1.0	1.0	1.0
Fam49b	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	0	0	0	0	0	0	-1.0	-1.0	-1.0	0
Fam53c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0
Fam63b	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam65b	0	0.5	0.5	0	1.0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0
Fam83a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	1.0	0
Fam83e	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam84b	0	0	0.5	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	1.0
Fancl	0	0.5	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	1.0	1.0	0	0	0	0	1.0	0	0	0
Farp1	0	0.5	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	0	0.5	0	0	0	0	0	1.0	0
Fat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo30	1.0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0
Fbxo42	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0
Fbxo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
Fbxo9	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw17	1.0	0	0.5	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcer1g	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0
Fcgr3	0	0.5	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0
Fes	1.0	0	0.5	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0.5	0	0	0	0	1.0
Fez1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0
Ffar2	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0
Fgd5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
Fgf13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0
Fgfr1op	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	-1.0	0	0	0	0	-1.0	0	0	0	0
Fggy	1.0	0	0	0	1.0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0.5	0	0	0	0	0
Fgl2	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	0
Fgr	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	-0.5	0	0	0	0	0
Fhl2	0	0	0	1.0	0	0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	1.0
Fhl3	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
Filip1l	0	0	0.5	0	1.0	0	1.0	0	1.0	1.0	1.0	0	0	1.0	0	1.0	1.0	0	0	1.0	0	0	1.0	1.0	1.0	0	1.0	0	0	1.0	1.0	0	1.0	1.0	0	0	0.5	1.0	0	1.0	0	0
Fkbp1a	0	0.5	0	0	1.0	0	1.0	1.0	1.0	1.0	0	1.0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	1.0	0
Fktn	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flad1	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0
Flnb	0	0.5	0.5	1.0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0
Flrt2	0	0	0.5	1.0	1.0	0	1.0	0	1.0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	1.0	1.0	0	1.0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	1.0	0	1.0	0	0	0	0	0	0
