	Atf3	Egr1	Egr3	Fos	Fosb	Hic1	Irf1	Irf2	Irf7	Irf8	Jun	Jund	Klf4	Maz	Myc	Nfya	Stat1	Stat2	Zbtb7b
Rrp1	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	0	0
Rrp1b	-0.5	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0
Rrs1	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Rsad1	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsad2	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0.5	0.5	0
Rsl24d1	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtn1	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0	0.5	0.5
Rtn4	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Rtp4	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0
Rufy3	-0.5	-0.5	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Rundc1	0.5	0.5	0.5	0	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0.5	0.5	0.5
Rundc3b	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Runx2	0.5	0.5	0.5	0.5	0	0	0.5	0	0.5	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5
Runx3	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Rusc2	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5
Rxrb	0.5	0.5	0.5	0	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0.5
Ryk	0	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Ryr3	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	0	0	0	0
S100a10	0	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0
S100a4	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
S100a6	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Samd1	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Samd4	-0.5	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Samhd1	0	0.5	0	0.5	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0
Samsn1	0	0.5	0	0.5	0	0	0.5	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0
Sap30	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0.5	0.5
Sap30bp	-0.5	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0
Sarnp	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5
Sash1	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5
Sash3	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
Sass6	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0
Sat1	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Sbno2	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0
Scaf4	-0.5	-0.5	-0.5	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Scaf8	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5	0	-0.5	0	0	0	0	-0.5
Scai	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Scand1	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Scarb1	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Scd1	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0
Scel	0	0.5	0	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5
Scin	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Scmh1	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Scn2b	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scnm1	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0.5	0.5	0
Scube3	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5
Scyl2	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5
Sdc2	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Sdc4	-0.5	-0.5	0	0	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	-0.5
Sdcbp2	-0.5	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	0
Sdf2	0	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0	0.5	0.5
Sdf2l1	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Sdhaf1	0	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0
Sdr42e1	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec24d	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0
Sec31b	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0
Sec61b	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Sell	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0
Selp	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0
Sema3f	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5
Sema4a	0	-0.5	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	0
Sema4b	0	-0.5	-0.5	0	-0.5	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Sema4c	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0
Sema4f	0	-0.5	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0
Sema6a	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0
Sema6b	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0	0	0	0
Sema7a	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Senp2	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	-0.5
Senp6	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Senp7	0	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0.5	0.5	0
Sephs2	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sept1	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0.5	0.5
Sept6	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0	0	0	0.5
Sept7	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Serac1	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Serinc1	0	-0.5	0	-0.5	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0
Serpina3f	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0
Serpina3g	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0
Serpina3n	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	0
Serpinb1a	0	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0
Serpinb2	0	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0
Serpinb6a	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Serpinb6b	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0
Serpine2	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5
Serpinf1	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0
Serping1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Sertad2	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Sesn1	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0.5	0	0.5
Sesn2	0	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0.5	0.5
Sestd1	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	0	-0.5	0	-0.5	0	0	0	-0.5
Setd6	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Setdb2	0	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0.5	0.5	0.5	0
Sf3b5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfmbt1	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	-0.5
Sfn	0	0	0	-0.5	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5
Sft2d1	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sft2d2	0	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0
Sft2d3	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfxn2	0	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5
Sfxn3	0	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Sfxn5	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0.5	0.5
Sgk3	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0.5
Sgms2	0	0	0	0	0	0	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	0
Sgpl1	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Sgsm3	0	-0.5	0	-0.5	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0
Sgtb	-0.5	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Sh2b2	-0.5	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	-0.5	0	-0.5	0	0	0	-0.5
Sh2d3c	0.5	0.5	0	0.5	0	0	0.5	0	0.5	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5
Sh2d4b	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	-0.5	0	0	0	0
Sh3bp1	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0
Sh3bp2	0	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	0
Sh3bp5	0	-0.5	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0
Sh3d19	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Sh3gl1	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Sh3glb2	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0.5
Sh3pxd2b	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Shank1	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Sharpin	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0	0	0	0.5	0	0	0.5	0	0	0.5
Shkbp1	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0
Siah1a	-0.5	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5
Siglec1	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0
Siglece	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Sik3	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Sipa1	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5
Sipa1l2	-0.5	-0.5	-0.5	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Sirpa	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0.5
Sirpb1b	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0
Sirt1	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	0	-0.5
Siva1	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0.5	0.5	0
Ska1	0.5	0.5	0	0	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0
Skint3	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0	0	0.5	0.5	0
Slamf7	0	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	0
Slc10a1	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0
Slc10a7	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0.5	0.5
Slc11a2	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Slc12a4	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Slc12a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Slc12a6	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Slc12a9	0	0.5	0.5	0.5	0	0	0.5	0	0.5	0.5	0	0	0.5	0	0	0	0.5	0.5	0
Slc13a3	0	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0
Slc15a4	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Slc16a1	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Slc16a3	-0.5	0	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	-0.5
Slc1a2	0	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5
Slc1a4	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Slc20a1	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0
Slc22a23	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5
Slc22a4	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0
Slc24a3	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Slc25a10	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0
Slc25a11	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0.5
Slc25a12	0.5	0.5	0	0.5	0	0	0.5	0	0.5	0.5	0	0	0.5	0	0	0	0.5	0.5	0
Slc25a22	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0.5	0.5	0.5
Slc25a23	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a24	0	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0
Slc25a28	0	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Slc25a29	-0.5	-0.5	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a33	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0	0	0.5	0	0	0.5	0	0	0.5
Slc25a37	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Slc25a38	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5
Slc25a42	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0
Slc25a45	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0
Slc25a46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Slc26a2	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	0	-0.5	0	-0.5	0	0	0	-0.5
Slc26a9	0	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0
Slc28a2	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0
Slc29a1	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Slc29a3	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0
Slc30a1	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5
Slc35c1	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Slc35c2	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Slc35d2	0	0.5	0	0.5	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0	0.5	0	0
Slc35e4	0	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Slc35f5	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	0
Slc37a3	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	-0.5
Slc38a1	-0.5	-0.5	0	-0.5	0	0	-1.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
Slc39a14	-0.5	-0.5	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5	0	-0.5	0	-0.5	0	0	0	-0.5
Slc41a2	0	-0.5	0	-0.5	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	0	0
Slc41a3	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Slc43a3	0	0.5	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0
Slc44a1	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Slc44a2	0	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0
Slc44a5	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0
Slc46a3	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0
Slc4a11	0	-0.5	-0.5	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0
Slc50a1	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0	0.5
Slc5a6	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
Slc6a6	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	0
Slc7a1	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	0	-0.5	0	0	-0.5	0	0	0	-0.5
Slc7a11	-0.5	0	0	0	0	0	-0.5	0	0	0	-0.5	0	0	0	-0.5	0	0	0	0
Slc7a7	0.5	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0	0	0
Slc7a8	0	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0
Slc8a2	0	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	-0.5
Slc9a3r2	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Slco2b1	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco3a1	0	0.5	0	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5	0	0	0.5	0.5	0
Slfn10-ps	0	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Slfn2	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0
Slfn5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0
Slirp	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0
Slit3	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Smad3	-0.5	-0.5	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Smc2	0	0.5	0	0	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0
Smchd1	-0.5	-0.5	0	-0.5	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5
Smek2	0	-0.5	0	0	0	0	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	0
Smg6	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5
Smg8	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
Smndc1	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0
Smox	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Smpd1	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Smpdl3a	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0
Sms	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	-0.5
Smtn	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0
Smyd2	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	0	0	-0.5	-0.5	0	0	0	-0.5
Snap29	-0.5	-0.5	-0.5	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0
Sned1	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5
Snhg12	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0.5
Snn	-0.5	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5
Snora65	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Snora81	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5
Snord104	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0
Snord2	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5
Snph	-0.5	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0
Snrpd2	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0.5
Snrpg	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Sntb1	0	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	0
Sntb2	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	0	-0.5
Snx16	-0.5	-0.5	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	-0.5	0	0	0	-0.5
Snx19	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Snx24	-0.5	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0	0	0	-0.5
Snx30	-0.5	-0.5	-0.5	-0.5	0	-0.5	-0.5	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5
