	Atf2	Atf3	Bclaf1	Creb1	Ctcf	E2f1	E2f4	E2f6	Egr1	Egr2	Egr3	Elf1	Elk1	Ets1	Etv6	Fos	Gabpa	Hey1	Hic1	Irf1	Jund	Klf13	Klf16	Klf4	Klf5	Klf7	Myc	Nfya	Nfyb	Nrf1	Pbx3	Pou2f1	Rest	Rfx5	Setdb1	Smarcc2	Sp1	Sp2	Sp3	Sp4	Srf	Taf1	Tbp	Zfp523
Kcp	0	0.25	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0.75	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Kctd11	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	0	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	0	-0.25	-0.25	0	0	-0.25	0	-0.25	0
Kdr	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Keap1	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0
Kif14	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	0	0	0
Kif18b	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25	0
Kif2c	0	0	0	0	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0
Kirrel	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	0	0	0	-0.25	0
Kit	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.75	0.25	0.25	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Klf16	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0.25	0.75	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Klf2	0	0	-0.25	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Klhdc4	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0
Klhl22	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Klra5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0
Lama2	0	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0
Lama4	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamc1	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Lenep	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	0	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0
Lgals2	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0
Lig1	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25
Lig4	0	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Limk2	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	0	0	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Lin37	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Lin52	0.25	0.25	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Lin54	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0.25	0.75	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Loxl2	0	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0
Lpar2	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0.75	0	0.25	0.25	0	0.25	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0
Lphn2	0.25	0.25	0	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0.75	0.25	0.25	0	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0	0	0.25	0	0
Lrrc1	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0.75	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Lrrc14	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Lrrc32	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0.25	0.75	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0	0	0
Lrrc8b	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0.75	0	0	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Lsm3	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25
Ltc4s	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Ly75	0	0	0	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0	0.25	0	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Lyl1	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	-0.25	0	0	0	0	0	-0.75	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	0	0
Mall	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mamdc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0	0	0	-0.25
Mamld1	0	0.25	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.75	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0
Map1lc3a	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Map4k4	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0.75	0.25	0.25	0	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Mapk8ip3	0	0	-0.25	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Mast4	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0
Mavs	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	-0.25	-0.25	0	0	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Mbip	0.25	0.25	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0
Mcam	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm7	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Mcoln2	0	0	0	0	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	-0.75	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Mea1	0	0	-0.25	0	0	0	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Med9	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	0	0
Melk	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0
Mertk	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25
Mfsd6l	0	0	0	0	-0.25	0	0	0	-0.25	0	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgl2	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitd1	0	0	0	0	-0.25	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Mmp9	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	0	0	-0.25	0	-0.25	0	-0.25	0	0	0
Mon1a	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	-0.25
Mpp7	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0.75	0.25	0.25	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0
Mreg	0	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0
Mrpl12	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Mrpl15	0	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Mrps27	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0	-0.25	0	0	0	0	0	0	0	-0.25	0	0	0	-0.25	0	-0.25	0	0	0	0	-0.25	0	-0.25	0	0	0	0
Mrps28	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0
Mrps6	0	0	-0.25	0	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	0	0	0	0	-0.25	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Mrs2	0	0	-0.25	0	-0.25	0	0	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	0	-0.25	0	0	0	0	-0.25	0	0	0	0
Mtbp	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	-0.25	0	-0.25	0	0	0	0	0
Mttp	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.75	0	0	-0.25	0	-0.25	0	-0.25	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0
Mus81	0	0	-0.25	0	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Mx1	0	0	0	0	-0.25	0	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	-0.25	0	0	-0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0
Myo7a	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nap1l3	0	0.25	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.75	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0
Naprt1	0	0	-0.25	0	-0.25	0	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0
Nat14	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0
Nck2	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.75	0	0	-0.25	0	0	0	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0
Ncoa5	0	0	-0.25	0	0	0	0	-0.25	-0.25	0	0	-0.25	0	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	0	0	0	0
Ndrg4	0	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	0	0	-0.25	0	0	-0.75	0	-0.25	0	0	0	0	-0.25	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Ndufaf2	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Necab3	0	0	0	0	-0.25	0	-0.25	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	-0.75	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	0
Neo1	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nes	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Net1	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0.25	0.25	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0	0	0.25	0	0
Nhej1	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Nid1	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0
Nlgn2	0	0.25	0	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0.75	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0
Nlrp6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	0	0	0	0	0	0
Nlrx1	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0
Nmb	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Nmnat1	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	0	0	0	0	0	0
Nmnat3	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0.75	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0
Nol10	0	0.25	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nol12	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.75	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Nt5c2	0	0.25	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0.75	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Ntng2	0.25	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0.25	0	0
Nudcd1	0	0	0	0	-0.25	0	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25
Nudt14	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Nudt18	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Nudt7	0	0	0	0	0	0	0	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	0
Nup107	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0
Olr1	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0
Opn3	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
Orm3	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ovca2	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.75	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0
