	Ahr	Ahrr	Ar	Atf3	Atoh8	Bach1	Batf2	Bcl6b	Bhlhe22	Casz1	Cebpd	Creb3l4	Creb5	Crem	Dbp	Dmrta1	Ebf1	Ebf2	Ebf3	Elf1	Epas1	Erg	Ets2	Etv1	Fos	Fosb	Foxa1	Foxo1	Foxo3	Foxp1	Foxp2	Gata2	Gata6	Hes1	Hey1	Hey2	Heyl	Hic1	Hic2	Hif3a	Hinfp	Hlf	Hnf4a	Hoxa3	Hoxa5	Hoxb5	Id1	Id3	Id4	Klf3	Klf4	Klf5	Klf8	Klf9	Maf	Mef2c	Meis1	Meis2	Mxi1	Mycn	Nfatc4	Nfe2	Nfia	Nfib	Nfil3	Nfix	Nkx2-3	Nr1i3	Nr2f2	Nr3c1	Nr3c2	Osr1	Pax5	Pax6	Pbx1	Peg3	Pknox2	Plagl1	Pou4f1	Pou5f2	Prdm14	Prdm5	Prdm9	Rfx2	Rora	Six5	Smad1	Sox15	Sox4	Sox8	Sox9	Sp6	Spib	Stat4	Stat5b	Tbr1	Tbx2	Tbx3	Tcf4	Tcf7l1	Tcf7l2	Tef	Tet1	Trps1	Zbtb16	Zbtb46	Zbtb49	Zeb1	Zfp105	Zfp112	Zfp28	Zfp449	Zfp462	Zfp467	Zfp516	Zfp57	Zfp629	Zfp647	Zfp667	Zfp697	Zfp768	Zfp92
Kynu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Laptm4b	0	0	0	1.5	0	1.0	0	0	0	3.0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	1.0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	3.0	0	0	0	0	3.0	3.0	3.0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	0	3.0	0	3.0	3.0	0	3.0	3.0	3.0	0.5	3.0	3.0	3.0	3.0	3.0	3.0	3.0
Lcp1	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ldlrad3	0	0	1.5	0	0	0	1.5	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	6.0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	1.5	1.5	1.5	1.5	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.5	1.5	0	0	1.0	0	1.5	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	1.5	1.5	0	1.5	0	1.5	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	1.5	1.5	1.5
Ldlrap1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lgr4	0	0	0	1.5	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	1.5	0	3.0	3.0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	1.5	0.5	0.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	1.5	4.5	4.5	4.5	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	1.5	1.5	0	0	4.5	4.5	0	4.5	0	4.5	4.5	0	4.5	4.5	4.5	0	4.5	4.5	4.5	4.5	4.5	4.5	4.5
Lima1	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	4.5	4.5	4.5	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0	0	0	0	0	0	0	0	4.5	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Liph	0	0	0	1.5	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	1.5	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	7.5	7.5	7.5	7.5	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	7.5	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	1.5	0	1.5	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	1.5	1.5	1.5
Lix1l	0	0	0	0	0	0	0	0.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	1.5	0	1.5	1.5	0	0	0	0	0	0	0	0	1.5	1.5	0	1.5	0	1.5	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	1.5	1.5	1.5
Lphn2	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	2.0	2.0	0	0	1.5	1.5	0	1.5	0	1.5	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	1.5	1.5	1.5
Lpin1	0	0	1.5	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	2.0	2.0	0	4.5	4.5	3.0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	0.5	0	0	0.5	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5
Lrrc8d	0	0	0	0	0	2.5	1.5	0	0	3.0	0	0	0	0	1.0	0	0	0	0	0	0	3.0	3.0	0	4.5	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	3.0	3.0	3.0	3.0	3.0	0	1.5	0	0	0	1.5	0	2.5	0	0	1.0	0	3.0	0	0.5	0	0	0	0	0	0	3.0	0	0	0	0	3.0	3.0	3.0	0	0	0	0	0	0	0	0	6.0	0	1.0	1.0	0	1.5	1.5	0	0	0	1.0	0	3.0	3.0	0	3.0	0	3.0	3.0	0	3.0	3.0	3.0	0.5	3.0	3.0	3.0	3.0	3.0	3.0	3.0
Lrrn2	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	1.5	0	1.5	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	1.5	1.5	1.5
Lyn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lzts2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0	0	0
Man1a	0	0	0	1.5	0	4.0	1.5	0	0	2.0	0	0	0	0	0	0	0	0	0	2.0	0	9.0	9.0	0	6.0	6.0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	2.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	1.5	1.5	0	0	2.0	2.0	0	2.0	0	2.0	2.0	0	2.0	2.0	2.0	0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
March3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	3.0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marveld2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mboat2	0	0	1.5	1.5	0	0	0	0	0	5.0	0.5	0	0	0	0	0	0	0	0	0	0	3.0	3.0	0	1.5	1.5	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	9.0	9.0	9.0	9.0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	1.5	0	1.5	5.0	0	0	0	0	5.0	5.0	5.0	0	0	0	0	0	0	0	0	10.5	3.0	1.5	1.5	0	0	0	0	0	0	0	0	5.0	5.0	0.5	5.0	0	5.0	5.0	0	5.0	5.0	5.0	0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
Mdfic	0	0	0	0	0	-3.0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	-0.5	-0.5	-3.0	0	0	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	-1.5	0	0	0	-1.5	0	-3.0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	-1.5	0	0	0	0	-1.5	-1.5	-1.5	0	0	0	0	-1.5	0	-1.0	-1.0	0	-2.0	-2.0	-2.0	0	0	0	-1.0	-0.5	-0.5	0	0	-1.5	-1.5	0	-1.5	0	-1.5	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	-1.5	-1.5	-1.5	-1.5	-1.5	-1.5
Mef2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	1.5	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megf8	0	0	0	0	0	0	0	0.5	0	3.0	0.5	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	3.0	0	0	0	0	3.0	3.0	3.0	0	0	0	0	0	0	0	0	6.0	4.0	0	0	0	0	0	0	1.5	1.5	0	0	3.0	3.0	0	3.0	0	3.0	3.0	0	3.0	3.0	3.0	0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
Mgll	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mical3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mid1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
Mllt4	0	0	0	0.5	0	0	0	0	0	1.5	0	0	0	0	0	0	2.0	0.5	0.5	0.5	0	0.5	2.0	0.5	0.5	0.5	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	5.0	1.5	1.5	5.0	1.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	1.5	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0.5	0.5	0	1.5	1.5	1.5	0.5	1.5	0	1.5	1.5	4.5	1.5	6.0	6.0	2.0	1.5	1.5	1.5	1.5	1.5	1.5	1.5
Mnd1	0	0	0	0	0	1.5	0	0	0	3.0	0	2.0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	1.5	0	0	3.0	3.0	0	0	0	3.0	3.0	3.0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	3.0	3.0	0	3.0	0	3.0	3.0	0	3.0	3.0	3.0	0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
Msrb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr10	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	1.5	0	1.5	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	1.5	1.5	1.5
Mxi1	0.5	0.5	0.5	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	1.5	0	0.5	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	1.5	0.5	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	1.5	0	1.5	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	1.5	1.5	1.5
Myo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0.5	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nceh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nck2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nckap5	0	0	0	0	0	2.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	1.5	0	1.5	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	1.5	1.5	1.5
Nedd4l	0.5	0.5	0	1.5	0	2.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.5	1.5	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	2.5	0	0	2.5	0	0	0	0	0	0	1.5	0	2.5	0	0	0	0	1.0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	3.0	3.0	0	1.5	1.5	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurl3	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	2.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfia	0	0	1.5	1.5	0	2.5	1.5	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	0	2.5	2.5	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	1.0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	1.0	1.0	0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Nfil3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	4.5	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkg7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nol10	0	0	0	0	0	2.5	1.5	0	0	1.5	0	0	0	0	0	0	0	0	0	1.5	0	7.5	7.5	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	1.5	0	2.5	0	0	0	0	0	0	0	0	0	0	1.5	0	0	1.5	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	3.0	0	0	0	1.5	1.5	0	0	0	0	0	1.5	1.5	0	1.5	0	1.5	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	1.5	1.5	1.5
Nos3	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	2.0	0	9.0	9.0	1.5	1.5	1.5	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1.5	0	1.5	0.5	1.5	0	0	0	0.5	0.5	0.5	0	0	0	0	1.5	1.5	1.5	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5
Nphp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	0	0	8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	3.0	3.0	0	0	0	0	0	0	0	0
Nr1d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	0	0	0	0	0	0	0
Nr3c1	0	0	0	0	0	0	0	0.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	1.5	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	1.5	0	1.5	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	1.5	1.5	1.5
Nr3c2	0	0	0	0.5	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	1.5	0	0.5	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	1.5	0	1.5	1.5	0	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	1.5	1.5	1.5
