	Ar	Ascl4	Batf3	Bmyc	E2f2	E2f7	E2f8	Egr2	Egr3	Elk3	Erg	Gtf3a	Hey1	Hlf	Hsf4	Irf4	Irf8	Klf10	Klf12	Lef1	Maz	Mlx	Mycn	Mzf1	Nfic	Nfil3	Nfkbia	Nfkbid	Nfkbil1	Nfyb	Nr1d1	Nr1i2	Nr4a1	Pbx2	Pparg	Rara	Rarg	Rbpj	Rorc	Runx2	Snai3	Sox9	Tbx21	Tfap4	Tfeb	Thap3	Thap4	Thra	Vdr	Zbtb14	Zbtb16	Zbtb32	Zbtb37	Zbtb7b	Zfp1	Zfp143	Zfp287	Zfp296	Zfp3	Zfp41	Zfp426	Zfp462	Zfp64	Zfp691	Zfp768	Zfp775	Zfp92	Zscan10
Dlg2	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Dmc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc15	0	0	0	3.0	0	0	0	0	0	0	0	2.0	0	0	0	0	3.0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	2.5	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0.5	2.0	0	2.0	0	2.0	2.0	2.0	0	2.0	0	0	2.0	0	2.0
Dnajc6	0	0	0	0	0	0	0	-3.0	-3.0	0	0	-4.5	0	0	0	0	0	-1.5	0	-1.5	0	0	0	-4.5	0	0	0	0	0	0	0	0	0	0	-0.5	-3.5	-3.5	0	0	-2.0	0	0	0	0	0	0	0	0	0	-4.5	0	0	0	0	-4.5	-1.5	-4.5	0	-4.5	-4.5	-4.5	0	-4.5	0	0	-4.5	0	-4.5
Dnm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnm3os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dos	0	0	0	0	-4.5	-4.5	-4.5	-6.0	-6.0	-1.5	0	-7.5	0	0	0	0	-1.5	-7.5	0	0	-1.5	0	0	-7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7.5	0	-1.0	-1.0	-3.0	-7.5	-3.0	-7.5	0	-7.5	-7.5	-7.5	0	-7.5	0	0	-7.5	0	-7.5
Dot1l	0	0	0	-1.5	-4.5	-4.5	-4.5	-1.5	-1.5	-3.0	0	-6.0	0	0	0	0	-1.5	-9.5	0	-1.5	0	0	0	-6.0	0	0	0	0	0	0	0	-1.5	-3.0	0	-0.5	-1.5	-1.5	-1.5	0	-3.5	0	0	0	-1.5	0	0	0	0	0	-6.0	0	0	0	-3.0	-6.0	-1.5	-6.0	0	-6.0	-6.0	-6.0	0	-6.0	0	0	-6.0	0	-6.0
Dpcd	0	0	1.5	1.5	0	0	0	0	0	7.5	0	1.5	0	0	1.5	0	0	3.0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Dph1	0	0	0	-3.0	-4.5	-4.5	-4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	-1.5	-1.5	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0
Dpy19l4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dscam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dse	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	-0.5	0
Dst	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtx3l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtx4	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0
Dusp14	0	0	0	0	4.5	4.5	4.5	3.0	3.0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0
Dusp2	0	0	1.5	3.0	4.5	4.5	4.5	6.0	6.0	0	0	8.0	0	0	0	0	1.5	9.0	0	3.0	3.0	0	0	8.0	4.5	0	1.5	1.5	1.5	0	0	3.0	1.5	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	1.5	1.5	0	0	8.0	0	0	0	3.0	8.0	3.0	8.0	1.5	8.0	8.0	8.0	0	8.0	0	0	8.0	0	8.0
Dusp7	0	1.5	0	0	0	0	0	1.5	1.5	3.0	0	3.0	0	0	0	0	1.5	1.5	0	0	1.5	0	0	3.0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	3.0	0	0	0	1.5	3.0	0	3.0	1.5	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Dync2li1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f2	0	1.5	0	0	4.5	4.5	4.5	1.5	1.5	1.5	0	1.5	0	0	0	0	1.5	10.5	0	1.5	3.0	0	0	1.5	4.5	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	3.0	0	0	3.0	1.5	0	0	0	0	0	1.5	0	0	0	0	1.5	1.5	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
E430016f16rik	0	0	0	0	-1.5	-1.5	-1.5	-1.5	-1.5	0	0	-6.0	0	0	0	0	-0.5	0	0	0	0	0	0	-6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.0	0	0	0	0	-6.0	-1.5	-6.0	-0.5	-6.0	-6.0	-6.0	0	-6.0	0	0	-6.0	0	-6.0
Eaf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Ebf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ece1	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ech1	0	0	0	0	0.5	0.5	0.5	0	0	0	0	1.0	0	0	0	0	0	0	0	0.5	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	1.0	0	0	0.5	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	1.0	1.0	1.0	0	1.0	0	0	1.0	0	1.0
Echs1	0	0	0	0	0	0	0	1.5	1.5	0	0	1.5	0	0	0	0	1.5	6.0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Ecscr	0	0	0	0	-3.0	-3.0	-3.0	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edaradd	0	0	0	0	0	0	0	1.5	1.5	0	0	1.0	0	0	0	0	0	0	0	0.5	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	1.5	0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	1.0	1.0	1.0	0	1.0	0	0	1.0	0	1.0
Ednrb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef2k	0	-1.5	0	0	0	0	0	-3.0	-3.0	-1.5	0	-3.0	0	0	0	0	-0.5	-1.5	0	0	-1.5	0	0	-3.0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	-3.0	0	0	0	-1.5	-3.0	-1.5	-3.0	0	-3.0	-3.0	-3.0	0	-3.0	0	0	-3.0	0	-3.0
Eepd1	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	-1.5	0	0	0.5	-1.5	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Efcab4a	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	-1.5	0	0	-3.0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Efcab4b	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egr2	0	0	0	0	1.5	1.5	1.5	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	4.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Ehd2	0	0	0	0	0	0	0	0	0	-9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elavl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elk3	0	0	0	0	0	0	0	0.5	0.5	1.5	0	1.0	0	0	0	0	0	0	0	0	0.5	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	3.0	1.0	0	1.0	1.0	1.0	0	1.0	0	0	1.0	0	1.0
Elovl5	0	0	0	-1.5	0	0	0	-3.0	-3.0	0	0	-3.0	0	0	0	0	-0.5	-3.0	0	0	0	0	0	-3.0	0	0	-1.5	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	-3.0	-3.0	-3.0	0	-3.0	-3.0	-3.0	0	-3.0	0	0	-3.0	0	-3.0
Elovl6	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
Emb	0	0	0	-1.0	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	-0.5	0	0	0	0	0	-1.0	0	0	0	0	-1.0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	0	0	-0.5	0	-0.5
Emid1	0	0	0	0	-6.0	-6.0	-6.0	-3.0	-3.0	0	0	-3.0	0	0	0	0	-1.5	-9.5	0	0	-1.5	0	0	-3.0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	-3.0	0	-3.0	0	-3.0	-3.0	-3.0	0	-3.0	0	0	-3.0	0	-3.0
Emp3	0	0	1.5	3.0	3.0	3.0	3.0	4.5	4.5	9.0	0	3.0	0	0	0	0	3.0	6.0	0	0	1.5	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	3.0	0	0	0	1.5	3.0	1.5	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Endou	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enpp1	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Enpp3	0	0	0	0	0	0	0	-4.5	-4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0
Enthd1	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
Eomes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	-0.5	0
Epb4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	-1.5	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epb4.1l5	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eps8	1.0	0	1.5	3.0	1.5	1.5	1.5	1.5	1.5	0	2.0	6.0	0	0	0	0	4.5	0	0	0	1.5	1.5	1.5	6.0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	6.0	0.5	0	0	1.5	6.0	0	6.0	1.5	6.0	6.0	6.0	0.5	6.0	0.5	0.5	6.0	0.5	6.0
Eps8l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ern1	0	0	0	-1.0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.5	-1.5	0	0	-1.0	0	0	0	0	-1.0	0	0	0	0	-1.0	0	0	0	0	-1.0	-0.5	-1.0	0	-1.0	-1.0	-1.0	0	-1.0	0	0	-1.0	0	-1.0
Espl1	0	0	0	1.5	1.5	1.5	1.5	3.0	3.0	0	0	3.0	0	0	0	0	1.5	1.5	0	0	0	0	0	3.0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Espn	0	0	0	0	0.5	0.5	0.5	2.0	2.0	1.5	0	4.0	0	0	0	0	0	0.5	0	1.5	0.5	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0.5	4.0	0.5	4.0	0	4.0	4.0	4.0	0	4.0	0	0	4.0	0	4.0
Esr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esrp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	0
Etfb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Evi5	0	0	0	0	0	0	0	-6.0	-6.0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	-3.0	0	-3.0	0	-3.0	-3.0	-3.0	0	-3.0	0	0	-3.0	0	-3.0
Evl	0	0	1.5	0	0	0	0	3.0	3.0	0	0	0	0	0	0	0	8.0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc6	0	1.5	0	0	0	0	0	0	0	1.5	0	3.0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	3.0	0	3.0	0	3.0	3.0	3.0	0	3.0	0	0	3.0	0	3.0
Extl3	0	0	1.5	1.5	0	0	0	0	0	0	0	8.0	0	0	0	0	0	0	0	1.5	0	0	0	8.0	0	0	0	0	0	0	0	1.5	1.5	0	0	1.5	1.5	0	0	1.5	0	0	3.0	0	0	0	0	0	0	8.0	0	0	0	0	8.0	0	8.0	1.5	8.0	8.0	8.0	0	8.0	0	0	8.0	0	8.0
F11r	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F13a1	0	0	0	1.5	0	0	0	1.5	1.5	0	0	4.5	0	0	0	0	0	0	0	0	1.5	0	0	4.5	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	4.5	0	4.5	0	4.5	4.5	4.5	0	4.5	0	0	4.5	0	4.5
F2rl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F2rl3	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	1.5	0	1.5	0	1.5	1.5	1.5	0	1.5	0	0	1.5	0	1.5
F730043m19rik	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fads6	0	0	0	0	-3.0	-3.0	-3.0	-3.0	-3.0	-4.5	0	-1.5	0	0	0	0	-3.0	-9.0	0	0	0	0	0	-1.5	0	0	0	0	0	-3.5	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Fah	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam101b	0	0	0	-1.5	-3.0	-3.0	-3.0	-3.0	-3.0	0	0	-1.5	0	0	0	0	-1.5	-7.5	0	0	-1.5	0	0	-1.5	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	-1.5	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Fam102a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	4.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam102b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
Fam109b	0	0	0	-1.5	-6.0	-6.0	-6.0	-3.0	-3.0	0	0	-1.5	0	0	0	0	-3.0	-10.5	0	-1.5	-1.5	0	0	-1.5	-1.0	0	-1.5	-1.5	-1.5	-3.5	0	0	0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5	0	-1.0	-1.0	-1.5	-1.5	0	-1.5	0	-1.5	-1.5	-1.5	0	-1.5	0	0	-1.5	0	-1.5
Fam114a1	0	0	0	0	-0.5	-0.5	-0.5	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	-4.5	0	-2.0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	0	0	-0.5	0	-0.5
Fam124b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam129b	0	0	0	0	3.0	3.0	3.0	0	0	0	0	6.0	0	0	0	0	1.5	13.5	0	0	1.5	0	0	6.0	3.0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	6.0	0	1.5	1.5	3.0	6.0	1.5	6.0	0	6.0	6.0	6.0	0	6.0	0	0	6.0	0	6.0
Fam159b	0	0	0	0	0	0	0	0	0	0	1.0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1.5	0	0	0	0	1.5	1.5	0	3.0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
