	Batf	Bcl3	Ebf1	Fosl2	Gata2	Hey1	Hivep1	Jdp2	Klf12	Klf5	Nfe2l2	Nfkb1	Nfkb2	Nr2f2	Nr4a3	Pparg	Prdm1	Rarg	Rel	Rela	Relb	Rest	Stat3	Tcf7l2	Zbtb7a	Zfp281
Fcgr1	0	0	0	1.5	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0.5	0.5	0	0.5	0
Fcgr2b	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0	0
Fcgrt	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Fcrl5	0	0.5	0	0.5	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0	0.5	0	0	0.5
Fem1b	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Fez2	0	0	0	0.5	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Fgd6	0	0	0.5	0	1.0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Fgfbp3	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0.5
Fhl3	0	0	0.5	0.5	0	0	0	0	0	0	1.0	0.5	0	0	0	0	0	0	0.5	0.5	0	0	0.5	0	0.5	0.5
Filip1	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5
Fkbp10	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp14	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0
Fkbp1a	1.0	1.5	0	1.5	0	0.5	0	0	0.5	0.5	1.0	1.5	0	0	0	0	0	0	1.5	1.5	1.0	0.5	0.5	0	0.5	0
Fkbp1b	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5
Flcn	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Fli1	1.0	0.5	0.5	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Flnc	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5
Flrt2	1.0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.5	0	0	0
Flrt3	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Flt1	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0.5
Flt4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.5	0	0.5	0
Fmn1	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0	0
Fmnl1	0	0	0.5	0.5	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0.5
Fn1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5
Fnbp1	0	0.5	0.5	1.5	1.0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	1.0	0	0.5	0.5	0	0.5	1.5	1.0	0.5	0.5
Fnbp1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0.5	0.5
Fndc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0
Fndc3a	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Fnip2	1.0	0.5	0.5	0.5	1.0	0.5	0	0	0.5	0.5	1.0	0	0	0	0	0	1.0	0	0	0.5	0	0.5	0.5	0	0	0.5
Fnta	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5
Fosl2	0	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0.5
Foxc1	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
Foxc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0
Foxn2	0	0	0	0	0	0.5	0	0	0	0.5	0	1.5	0	0	0	0	0	1.0	0	1.5	0	0.5	0	0	0.5	0.5
Foxn3	0	0.5	0	0.5	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0.5
Foxo1	0	0	0	0.5	0	0.5	0	0	0	0.5	0	0.5	0	1.0	0	0	0	1.0	0	0	0	0.5	0	0	0.5	0.5
Foxp1	0	1.5	0.5	1.5	0	0.5	0	0	0.5	0.5	0	1.5	1.0	0	0	0	0	0	1.5	1.5	0	0.5	0.5	0	0.5	0.5
Foxp4	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Fpgt	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0
Frem1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0
Frmd6	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Frs2	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Fry	0	0	0	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0.5
Fscn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Fth1	0	0.5	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Ftl1	0	0	0	0.5	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Ftsj2	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0
Ftsj3	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Furin	0	0	0	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Fus	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Fxyd1	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0
Fxyd2	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0.5
Fxyd5	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Fxyd6	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0
Fyn	0	0.5	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0.5
Fyttd1	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0.5
Fzd4	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0.5	0.5
Fzd5	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Fzd6	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
G3bp1	0	0.5	0	0	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0	0.5
G530011o06rik	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Gab1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gabarap	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Gadd45a	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
Gadd45b	0	1.5	0.5	0	1.0	0	1.0	0	0.5	0.5	1.0	1.5	0	0	0	0	0	0	1.5	1.5	1.0	0.5	1.5	0	0	0
Gadd45g	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galnt9	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0.5
Gan	0	0.5	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5
Gas2l1	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0.5
Gas2l3	0	0.5	0	0.5	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0
Gas6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Gata2	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Gatad2a	0	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Gatsl2	0	0	0	0.5	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0	0.5
Gca	0	0	0.5	0	0	0	0	0	0.5	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Gclc	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5
Gcnt2	0	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0.5
Gda	0	0	0	0.5	1.0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	1.0	0	0	1.5	0	0	1.5	0	0	0
Gdpd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5
Gem	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Gfpt1	0	0	0	0.5	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0.5
Gfpt2	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Gfra2	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0.5
Ggnbp2	0	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Ggta1	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0.5
Ghr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Gja1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0.5
Gja4	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gjc1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gkap1	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glipr2	0	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5
Glis2	0	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0	0.5
Glis3	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0.5
Gls	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5
Gls2	0	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5
Glul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0
Gm10125	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5
Gm11696	0	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Gm15760	0	0.5	0	0	1.0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0
Gm2382	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0
Gm7120	0	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0.5	0
Gm9573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Gmeb1	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Gna13	0	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0.5
Gna14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5
Gnai3	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Gnao1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5
Gnat1	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnat3	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Gnb1	0	0.5	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0.5
Gnb4	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0
Gng4	0	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0
Golga7	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5
Golgb1	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0
Golph3	0	0.5	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0
Golph3l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Got1	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0.5
Gp49a	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Gpa33	0	0	0	1.5	0	0	0	0	0.5	0	1.0	0	0	1.0	1.0	1.0	0	0	0	1.5	0	0	0	0	0.5	0.5
Gpatch3	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Gpbp1	0	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0.5
Gpc1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5
Gpc3	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Gpc6	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Gpd2	0	1.5	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0.5	0	0.5	0
Gpr116	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
Gpr126	0	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Gpr128	0	0	0	0.5	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Gpr132	1.0	0.5	0.5	1.5	0	0	0	1.0	0.5	0	1.0	0.5	1.0	0	0	0	1.0	0	0	0.5	0	0.5	1.5	1.0	0.5	0.5
Gpr137b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
Gpr146	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0.5
Gpr153	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Gpr171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Gpr33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Gpr35	0	0	0	0.5	0	0	0	0	0.5	0.5	0	1.5	0	0	0	0	1.0	0	0	0	0	0.5	1.5	0	0	0.5
Gpr56	1.0	0.5	0.5	1.5	1.0	0	0	0	0.5	0.5	1.0	0.5	0	0	0	0	0	0	0	1.5	0	0	0	0	0.5	0.5
Gpr65	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0	0.5
Gpr68	0	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0.5
Gpr84	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0.5	0.5
Gpr85	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	1.0	0	0	0	0.5	0	0	1.5	0	0	0
Gpr97	1.0	0	0.5	1.5	1.0	0	0	0	0	0	1.0	0.5	0	0	0	0	0	0	0	1.5	0	0	0.5	0	0.5	0.5
Gprc5a	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	1.0	0	0.5	0	0.5	1.5	0	0.5	0.5
Gprc5c	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Gpsm2	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0
Gpt2	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5
Gpx4	0	0.5	0	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0	0.5	0	0	0
Gpx8	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Gramd1a	0	0.5	0	0.5	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0.5
Gramd3	0	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	1.0	0	0.5
Gramd4	0	0.5	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Grap2	0	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0.5
Grhl1	0	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0
Grin2c	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Grip2	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grk5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Grpel2	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Grrp1	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
Gsr	0	0	0.5	0.5	0	0.5	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0.5	0.5	0	0.5	0.5
Gstm1	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Gstt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Gtf2e2	0	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
Gtf2f1	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0.5	0
Gtf2h1	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5
Gtf3c4	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0
Gtf3c6	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0.5
Gtpbp4	0	0	0	1.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0	1.0	0	0	0	0	0.5	0	0	0	0
Gucy1b3	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Gxylt1	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0.5
Gypc	0	1.5	0	0	0	0	0	0	0	0	0	1.5	1.0	0	0	0	1.0	0	1.5	1.5	1.0	0.5	0	0	0.5	0
H13	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5
H1foo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
H2-eb2	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0	0
Hamp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Has1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0
Has2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Hax1	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0
Hbegf	0	0	0.5	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0
Hc	0	0	0.5	0.5	0	0	0	0	0	0	1.0	1.5	0	1.0	1.0	1.0	1.0	1.0	0	1.5	0	0.5	0.5	0	0	0
Hcn3	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
Hebp1	0	0	0	0.5	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0.5	0
Hectd2	0	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0	0.5	0	0.5	0
Hecw2	0	0.5	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Heg1	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0.5
Hemk1	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5
Hes1	0	0.5	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0.5	0.5
Hexim1	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0.5
Hey1	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Hgs	0	0.5	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0.5
Hhip	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Hif1an	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0.5
Hip1r	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5
Hipk3	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0
Hivep1	0	0.5	0	0	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0.5
Hivep2	0	0.5	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0.5
Hivep3	0	0.5	0.5	0.5	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0.5
Hk1	0	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0.5	0.5
Hmgn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Hmgxb3	0	0	0	0	0	0.5	0	0	0	0.5	1.0	0	0	1.0	0	0	0	0	0	0.5	0	0.5	1.5	0	0	0.5
Hmox1	0	0	0	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0
