	Bach1	E2f3	Ets1	Fosl1	Hey1	Klf8	Prdm1	Stat3	Zbtb7a	Zfp263	Zfp523
Gtl3	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Gtpbp1	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	0
Guca1a	0	0	0	0	0	0	0	-0.5	-0.5	0	0
Gxylt1	0.5	0.5	0	0	0	0.5	0	0.5	0	0.5	0
Gzma	0	-0.5	-0.5	0	0	-0.5	0	0	0	0	0
H1f0	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
H2-dmb1	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
H2-dmb2	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
H2-ea-ps	0	0	0	0	0	0	0	0.5	0	0.5	0
H2-eb2	0	0	0	0	0	0	0	0.5	0	0.5	0
H2-k2	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
H2-m3	0	0	-0.5	0	0	0	0	-0.5	0	0	0
H2-t10	0	0	-0.5	0	0	-0.5	0	0	0	0	0
H2-t23	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
H2afj	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
H2afv	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0
H2afy	0	-0.5	-0.5	0	0	0	0	-0.5	0	0	-0.5
H3f3b	0	-0.5	-1.5	-1.0	0	-0.5	0	-1.5	-0.5	-1.5	-0.5
H6pd	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Hagh	0	0	0	0	0	-0.5	0	0	-0.5	-0.5	0
Hamp	0	0	0	0	0	0	0.5	0	0	0.5	0
Hap1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Has1	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0
Haus5	0	0	0	0	0	-0.5	0	0	0	0	0
Hax1	0	0	0	0	0	0	0.5	0	0	0	0
Hck	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Hcls1	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0
Hdac11	0	0	0	0	0	-0.5	0	0	0	-0.5	0
Hdac5	0	0.5	0	0.5	0	0	0.5	0	0	0.5	0
Hdac9	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5
Hddc2	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Hdgfrp2	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Heatr5b	0	0	0	0	0	-0.5	0	0	0	0	0
Hectd2	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0
Heg1	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0
Hells	0	-0.5	-0.5	0	0	0	0	0	0	-0.5	0
Helz	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0
Hepacam2	0	0	0	0	0	0	0.5	0.5	0	0.5	0
Herc6	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Herpud1	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Hes1	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0
Hey1	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0
Hfe	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Hgs	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Hgsnat	0	0	0	0	0.5	0.5	0	0	0	0	0
Hhex	0	0	-0.5	0	0	0	0	0	0	0	0
Hhip	0	0	0	0	0	0	0	0	0	0.5	0
Hic1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Hic2	0	0	0	0	0	-0.5	0	0	-0.5	0	0
Higd2a	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Hinfp	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0
Hint2	0	0	0	0	0	-0.5	0	0	0	-0.5	0
Hipk2	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Hist1h1a	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	0	0
Hist1h1c	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Hist1h1d	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Hist1h1e	0	0	0	0	0	-0.5	0	0	0	0	0
Hist1h2ab	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	0	0
Hist1h2ak	0	-0.5	0	0	0	0	0	0	0	0	0
Hist1h2bb	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Hist1h2be	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	0	0
Hist1h2bf	0	-0.5	-0.5	0	0	0	0	0	0	0	0
Hist1h2bg	0	-0.5	-0.5	0	0	0	0	0	0	-0.5	0
Hist1h2bh	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Hist1h2bk	0	0	0	0	0	0	0	-0.5	-0.5	0	0
Hist1h2bn	0	-0.5	0	0	0	0	0	0	0	0	0
Hist1h3a	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	0	0
Hist1h3c	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Hist1h4c	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Hist1h4d	0	-0.5	-0.5	0	0	0	0	0	0	0	0
Hist1h4j	0	-0.5	0	0	0	0	0	0	0	-0.5	-0.5
Hist2h2be	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Hist3h2a	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Hist3h2ba	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Hivep2	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Hivep3	0.5	0	0	0	1.5	0	0.5	0.5	0.5	1.5	0
Hjurp	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Hltf	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Hmgb2	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Hmgcl	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Hmgn3	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Hmgxb3	0.5	0	0	0	0.5	0	0.5	0.5	0	0	0
Hmmr	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0
Homer1	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Hoxb4	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Hpgd	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Hpse	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Hr	0.5	0	0	0.5	0	0.5	0.5	0.5	0	0.5	0
Hrc	0	0	0	0.5	0	0.5	0	0	0	0.5	0
Hrh1	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Hrh2	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5
Hs3st3b1	0	-0.5	-0.5	0	0	0	0	0	0	0	0
Hscb	0	0	-0.5	0	0	0	0	0	0	0	0
Hsd3b7	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0
Hspa12a	0	0	0	0	0.5	0	0	0	0	0.5	0
Hspa14	0	-0.5	0	0	0	0	0	-0.5	0	-0.5	0
Hspa1a	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Hspa1b	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Hspa8	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Hspb11	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Hspbap1	0.5	0	0	0.5	0	0.5	0	0.5	0	0.5	0
Hspd1	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Hspe1	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Hspg2	0	0	0	0	0	0.5	0	0	0	0	0
Hsph1	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Htt	0	0.5	0	0	0.5	0.5	0	0	0	0.5	0
Hyal1	0	0	0	0	0	0.5	0	0	0	0	0
Hyal3	0	0	0	0	0	0.5	0	0	0	0	0
I830012o16rik	0	0	0	0	0	0	0	-0.5	0	-0.5	0
I830077j02rik	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Icosl	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Id1	0	0.5	0	0.5	0.5	0	0	0.5	0.5	0	0
Id2	0	0	0	0	0.5	0	0	0	0.5	0.5	0
Idh2	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Idh3g	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Ido2	0.5	0	0	0.5	0	0	0	0.5	0	0	0
Ier2	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Ier3	0	0	0	0.5	0	0.5	0.5	0.5	0	0.5	0
Ier5	0	0	-0.5	0	0	0	0	0	0	0	0
Ier5l	0	0	0	0	0	0.5	0.5	0.5	0	0.5	0
Ifi203	0	0	-0.5	0	0	0	0	0	0	0	0
Ifi205	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Ifi47	0	-0.5	0	0	0	0	0	0	0	0	0
Ifih1	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0
Ifit2	0	-0.5	-0.5	0	0	0	0	0	0	0	0
Ifit3	0	0	-0.5	0	0	0	0	0	0	0	0
Ifitm3	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0
Ifitm5	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Ifitm6	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Ifnar2	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Ifrd1	0	0	-1.5	0	0	0	0	-0.5	0	-0.5	-0.5
Ift140	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Ift52	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Igbp1	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Igf2bp2	0	0.5	0	0.5	0.5	0	0	0.5	0	0	0
Igf2r	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Igfbp5	0	0	0	0	0	0	0	0	0	0.5	0
Igfbp6	0	0	0	0	0	1.5	0.5	0.5	0.5	0.5	0
Igfbp7	0	0	0	0	0.5	0	0.5	0	0.5	0	0
Igsf3	0	0.5	0	0	0.5	0.5	0	0	0	0	0
Igtp	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Ikzf1	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Ikzf2	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0
Ikzf4	0	0	0	0	0	0	0	0.5	0	0	0
Il10	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Il10ra	0	0	-0.5	0	0	0	0	0	0	0	-0.5
Il10rb	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Il11	0	0.5	0	0	0	0	0	0	0.5	0	0
Il12b	0	0	0	0	0	0	0	-0.5	0	0	0
Il16	0	0	-0.5	-1.0	0	0	0	-0.5	0	-0.5	0
Il17ra	0.5	0	0	0.5	0	0.5	0	0.5	0	0.5	0
Il17rd	0	0	0	0	0.5	0.5	0	0	0	0	0
Il1r1	0	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Il1rap	0	0	0	0	0	0	0.5	0	0	0.5	0
Il1rn	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Il21r	0.5	0	0	0.5	0	1.5	0.5	0.5	0	0.5	0
Il31ra	0	0	0	0	0	0	0	0.5	0	0	0
Il33	0	0	0	0	0	0	0.5	0.5	0	0.5	0
Il6	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Il7r	0	0	0	1.5	0	0	0.5	0.5	0	0.5	0
Ildr1	0	0	0	0.5	0	0.5	0.5	0.5	0	0.5	0
Ilf3	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Imp3	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Impdh2	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	0	0
Incenp	0	0	-0.5	0	0	0	0	0	0	0	0
Inf2	0.5	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Ing3	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Ino80	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0
Inpp5j	0	0	0	0	0	-0.5	0	0	0	0	0
Inppl1	0	0	0	0	0	-0.5	0	0	0	0	0
Insig1	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Insr	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Ints5	0	0	0	0	0.5	0	0	0.5	0	0	0
Ints6	0	0	0	0.5	0.5	0	0	0.5	0.5	0.5	0
Ints8	0	0.5	0	0	0.5	0.5	0	0.5	0	0.5	0
Ints9	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5
Invs	0	-0.5	-0.5	0	0	0	0	-0.5	0	0	-0.5
Ipcef1	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Ipo13	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Ipo5	0	0.5	0	0.5	0.5	0.5	0	0	0	0.5	0
Ipp	0	-0.5	0	0	0	0	0	0	-0.5	0	0
Ippk	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0
Iqce	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	0
Iqch	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Iqgap1	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Iqgap3	0	0	-0.5	0	0	0	0	-0.5	0	0	-0.5
Ireb2	0	0	0	0	0	0	0	0.5	0	0.5	0
Irf1	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Irf2	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Irf2bp2	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Irf4	0.5	0	0	0.5	0	0.5	0.5	0.5	0	0.5	0
Irf6	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Irf7	0	0	0	0	0	-0.5	0	0	0	0	0
Irf8	0	0	0	0	0	0	0	0	-0.5	-0.5	0
Irgm2	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Irs1	0	0	0	0	0	0	0	0	0.5	0	0
Irs2	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Iscu	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	0	-0.5
Isg15	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Isg20	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Isoc1	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Isy1	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0
Itch	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5
Itga1	0	0.5	0	0.5	0	0	0.5	0	0	0	0
Itga3	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Itga5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Itgae	0	0	-0.5	0	0	0	0	0	0	0	0
Itgam	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Itgb2	0	0.5	0	0.5	0	0.5	0	0.5	0.5	0.5	0
Itgb4	0	0	0	0	0	0.5	0	0	0.5	0.5	0
Itgb8	0.5	0	0	0	0.5	0	0.5	0	0	0.5	0
Itih5	0	0	0	0	0	0.5	0	0.5	0	0.5	0
Itk	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Itpk1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Itpkb	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Itpkc	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Itpr1	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Itpr3	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0
Ivd	0	0	0	0	0	0	0	-0.5	0	0	0
Jag1	0	0.5	0	0	0.5	0	0	0	0	1.5	0
Jak2	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Jam2	0	0	0	0	0	0	0.5	0	0	0	0
Jarid2	0	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Jun	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Jund	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Kat2a	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5
Kbtbd11	0	0	0	0.5	0	0.5	0	0	0	0	0
Kbtbd4	0	0.5	0	0	0	0	0	0	0	0.5	0
Kcnd1	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Kcne3	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Kcng2	0	0	0	0	0	-0.5	0	0	0	0	0
Kcng3	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Kcnip3	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Kcnj10	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Kcnk5	0	0	0	0	0	0.5	0	0	0	0	0
Kcnk6	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Kcnn4	0.5	0	0	0.5	0	0.5	0	0	0	0.5	0
Kcnq1	0.5	0	0	0.5	0	0.5	0	0.5	0.5	0.5	0
Kctd11	0	0.5	0	0	0.5	0.5	0	0	0	0	0
Kctd13	0	-0.5	-0.5	0	0	0	0	0	0	0	0
Kctd3	0	0	0	0	0	0.5	0	0	0	0.5	0
Kctd7	0	0.5	0	0	0	0	0	0	0.5	0.5	0
Kctd9	0.5	0	0	0	0	0.5	0	0.5	0.5	0.5	0
Kdm1a	0	0	0	0.5	0.5	0	0.5	0	0.5	0	0
Kdm3b	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0
Kdm5b	0	0.5	0	0.5	0.5	0.5	0	0	0	0	0
Kdm5c	0.5	0	0	0.5	0	0	0	0	0	0	0
Kdsr	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Khk	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Kif11	0	0	0	0	0	0	0	0	0	-0.5	-0.5
Kif14	0	-0.5	0	0	0	0	0	0	0	-0.5	0
Kif15	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	0
Kif18a	0	-0.5	0	0	0	0	0	0	0	0	0
Kif1a	0	0	0	0	0	0	0.5	0.5	0	0	0
Kif1b	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0
Kif1c	0	0.5	0	0	0.5	1.5	0	0	0.5	0	0
Kif20b	0	0	-1.5	0	0	-1.5	0	-0.5	0	0	-0.5
Kif22	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Kif23	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	-0.5
Kif2c	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Kif3b	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Kif4	0	0	-0.5	0	0	0	0	0	0	0	0
Kif9	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Klf10	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Klf11	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Klf2	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Klf4	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Klf8	0	0	0	0	0	0.5	0	0.5	0	0.5	0
Klhdc1	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0
Klhl18	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Klhl24	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	0	-0.5
Klhl3	0	0	0	0	0	0.5	0	0	0	0.5	0
Klhl5	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Klhl6	0	0	-0.5	0	0	0	0	0	0	0	0
Klhl8	0	0	0	0.5	0.5	0.5	0.5	0.5	0	0	0
Klk8	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Klra2	0	0	0	0	0	0	0	0	0	-0.5	0
Klrb1b	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Klrg2	0	0	0	0	0	0.5	0	0	0	0.5	0
Kmo	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Kntc1	0	0	0	0	0	-0.5	0	0	0	0	0
Kpna3	0	0.5	0	0	0.5	0	0	0.5	0	0.5	0
Kpna4	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Kras	0	0.5	0	0.5	0.5	0.5	0	0	0	0.5	0
Krit1	0	0	0	0	0.5	0	0	0.5	0	0.5	0
Krt80	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0.5	0
Krtcap2	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Ksr1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	-0.5
Kti12	0	0	0	0	0.5	0	0	0	0	0	0
Ktn1	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0
Kynu	0	0	0	0	0	0	0	0	-0.5	-0.5	0
L1cam	0	0	0	0	0	0.5	0	0	0	0	0
Lactb	0	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0
Lair1	0	0	0	0	0	0	0	0	0	-0.5	0
Lama2	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0
Lama3	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0
Lama5	0	0	0	0	0.5	0.5	0	0	0.5	0	0
Lamb2	0	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0
Lamc1	0.5	0.5	0	0	0.5	0.5	0	0	0	0.5	0
Lancl1	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Larp1b	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Lasp1	0.5	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Lat2	0.5	0	0	0	0	0.5	0	0.5	0	0.5	0
Lats1	0	0	0	0	0.5	0.5	0	0.5	0	0	0
Lats2	0.5	0	0	0.5	0.5	0.5	0	0	0.5	0.5	0
Lbh	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Lbr	0	0	0	0	0	0	0	-1.5	0	0	0
Lcat	0	0	0	0	0	0.5	0.5	0.5	0	0	0
Lclat1	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Lcmt1	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Lcor	0.5	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0
Lcp2	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Ldoc1l	0	0	0	0	0	0	0	-0.5	0	0	0
Leo1	0.5	0	0	0.5	0	0	0	0.5	0.5	0.5	0
Leprot	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Letmd1	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Lgals1	0	0	0	0.5	0	0.5	0.5	0.5	0	0.5	0
Lgals2	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Lgals3	1.5	0	0	1.5	0	0.5	0.5	0.5	0	0.5	0
Lgals9	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Lhfp	0	0	0	0	0	0	0	0.5	0	0.5	0
Lhfpl2	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Lig1	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Lilra6	0	0	0	0	0	0.5	0	0	0	0	0
Limd2	0	0	0	0	0	0	0	0	-0.5	0	0
Limk1	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Limk2	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Lin54	0	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0
Lin9	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Lipe	0	0	0	0	0	0	0	-0.5	-0.5	0	0
Lman2l	0	-0.5	-1.5	0	0	0	0	-0.5	0	-0.5	-0.5
Lmf1	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Lmna	0.5	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0
Lmo2	0	0	0	0	0	0	0	0	-0.5	-0.5	0
Lmo7	0	0	0	0	0	0.5	0	0	0	0	0
Lnx2	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Loc100038947	0	0	0	0	0	0	0	-0.5	0	0	0
Lonrf1	0.5	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0
Loxl2	0	0	0	0	0.5	0	0.5	0	0	0	0
Loxl3	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Lpar1	0	0.5	0	0.5	0.5	0	0	0.5	0	0	0
Lpar3	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Lpar5	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Lpar6	0	0	0	0	0	0	0	-0.5	0	0	0
Lpcat4	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Lphn2	0.5	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Lphn3	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Lpin2	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Lrig2	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0
Lrp1	0	0	0	1.5	0	0.5	0.5	0.5	0.5	0.5	0
Lrp2bp	0	0	0	0	0	0	0	0.5	0.5	0.5	0
Lrp5	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0
Lrp8	1.5	0.5	0	1.5	0.5	0.5	0	0.5	0.5	0.5	0
Lrrc1	0	0	0	1.5	0.5	1.5	0.5	0	0.5	1.5	0
Lrrc16a	0.5	0	0	0	0.5	0	0	0.5	0	0.5	0
Lrrc20	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	0	0
Lrrc29	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Lrrc32	0	0	0	0	0.5	0.5	0	0	0.5	0	0
Lrrc40	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Lrrc45	0	0	0	0	0	-0.5	0	0	0	0	0
Lrrc57	0	0	-0.5	0	0	0	0	0	0	0	0
Lrrc58	0	0	0	0	0.5	0	0	0.5	0.5	0	0
Lrrc61	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Lrrc8c	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Lrrc8d	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Lrrfip1	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Lrrfip2	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Lrrk1	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Lrwd1	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5
Lsm14b	0	-0.5	0	0	0	-0.5	0	-0.5	0	-0.5	0
Lsm5	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Lst1	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Ltbp4	0	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0
Ltc4s	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Ly6d	0	0	0	0	0	-0.5	0	-0.5	0	0	0
