	Bach1	E2f3	Ets1	Fosl1	Hey1	Klf8	Prdm1	Stat3	Zbtb7a	Zfp263	Zfp523
Pddc1	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Pde10a	0	0	0	0	0	0	0	0.5	0	0	0
Pde1a	0	0	0	0	0	0.5	0.5	0.5	0	0.5	0
Pde2a	0	0	0	0.5	0.5	0.5	0	0	0.5	0.5	0
Pde3b	0	0.5	0	0	0.5	0	0.5	0	0	0.5	0
Pde4d	0.5	0	0	0.5	1.5	0	0.5	0.5	0.5	1.5	0
Pde6d	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Pde7a	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Pde8a	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Pdgfa	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0
Pdgfra	0	0	0	0	0	0	0.5	0	0.5	0	0
Pdgfrb	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0
Pdhx	0	0	0	0	0	0.5	0.5	0	0	0	0
Pdk1	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Pdk2	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Pdlim5	0.5	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Pdp1	0	0.5	0	0	0.5	0.5	0	0.5	0	0.5	0
Pdpn	0.5	0.5	0	0.5	0	0	0	0.5	0	0.5	0
Pdrg1	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Pdxk	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Pdzk1ip1	0	0	0	0	0	0	0	0.5	0	0.5	0
Pear1	0	0	0	0.5	0	0	0	0.5	0	0	0
Pecam1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Peg3	0	0	0	0	0	0.5	0	0.5	0	0	0
Pepd	0	0	0	0.5	0	0.5	0.5	0.5	0	0.5	0
Per1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Per2	0	0.5	0	0	0.5	0	0.5	0.5	0	0.5	0
Per3	0.5	0	0	0.5	0.5	0.5	0	0.5	0.5	0	0
Perp	0	0	0	0.5	0.5	0	0	0	0	0	0
Pex26	0	0	-0.5	0	0	0	0	0	0	0	-0.5
Pex3	0	0	0	0	0	0	0	0	0	-0.5	0
Pex7	0	0	0	0	0	0	0	0	0	-0.5	0
Pfdn4	0	0	0	0.5	0	0	0.5	0.5	0.5	0	0
Pfdn5	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Pfkp	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0.5	0
Pggt1b	0	0	0	0	0.5	0	0.5	0	0	0.5	0
Pgls	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Pglyrp1	0	0	-0.5	0	0	0	0	0	0	0	0
Pgs1	0	0	0	0.5	0.5	0.5	0	0.5	0	0.5	0
Phactr2	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Phf13	0	0.5	0	0	0	0	0	0	0.5	0.5	0
Phf14	0	0	0	0	0	0	0	0	-0.5	0	0
Phf21a	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Phf23	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Phkb	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	0
Phldb1	0.5	0	0	0	0.5	0.5	0	0	0.5	0.5	0
Phldb2	0	0.5	0	0	0	0	0	0.5	0	0.5	0
Phlpp1	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Phyh	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Pi16	0	0	0	0	0	0	0	0	0	0.5	0
Pi4k2a	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Picalm	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Pigh	0	-0.5	0	0	0	0	0	0	0	0	0
Pigm	0	0	0	0	0	0	0.5	0	0	0	0
Pih1d1	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Pik3cb	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Pik3cd	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Pik3r5	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Pilra	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Pim3	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Pip4k2a	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Pip4k2b	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Pip5k1a	0	0	0	0	0	0	0	0.5	0.5	0.5	0
Pitpnc1	0.5	0	0	0.5	0.5	0.5	0.5	0	0.5	0.5	0
Piwil2	0	0	0	0.5	0.5	0	0.5	0.5	0	0	0
Pkig	0	0	-0.5	0	0	0	0	0	0	0	0
Pkmyt1	0	-0.5	0	0	0	-0.5	0	0	0	0	0
Pkn2	0	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0
Pla2g16	0	0	0	0	0	0	0	0	-0.5	-0.5	0
Pla2g4a	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Pla2r1	0	0	0	0	0	0	0	0	0.5	0	0
Plac8	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Plagl1	0	0	0	0	0	0	0.5	0	0	0	0
Plat	0	0	0	0.5	0	0.5	0	0.5	0	0.5	0
Plau	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Plbd1	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Plcb2	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Plcb3	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Plce1	0	0	0	0.5	0	0	0	0	0.5	0	0
Plcl2	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Plcxd1	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0
Pld1	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Pld3	0	0.5	0	0	0	0	0	0	0.5	0.5	0
Pld4	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5
Plec	0.5	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0
Plek2	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0
Plekha6	0	0	0	0	0	0	0	0	0.5	0.5	0
Plekhb1	0	0	0	0	0	0	0.5	0	0	0.5	0
Plekhg2	0.5	0	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0
Plekhg3	0	0.5	0	0.5	0.5	0	0	0	0.5	0.5	0
Plekhh1	0	0.5	0	0.5	0.5	0	0.5	0	0	0.5	0
Plekhm2	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0	0
Plekho2	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Plin2	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Plk2	0	-0.5	0	0	0	-0.5	0	0	0	0	0
Plk3	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Plp2	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0
Plscr3	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Plvap	0	0	0	0	0	0	0	0	0.5	0	0
Plxdc1	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Plxna1	0	0	0	0	0.5	0	0	0	0.5	0	0
Plxna2	0	0	0	0.5	0	0	0.5	0.5	0	0	0
Plxnc1	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Plxnd1	0	0	0	0	0.5	0.5	0.5	0.5	0	1.5	0
Pmaip1	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Pmel	0	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0
Pmepa1	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Pmf1	0	-0.5	0	0	0	-0.5	0	-0.5	0	-0.5	0
Pml	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Pmpca	0	0	0	0	0	0.5	0	0	0	0	0
Pnkd	0	0.5	0	1.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Pno1	0	0	0	0	0	0	0	0.5	0	0.5	0
Pnpla7	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Pofut1	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5
Pogk	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0
Poglut1	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Pold2	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0
Pold3	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Pold4	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Pole	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Poli	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Polr1d	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Polr2i	0	0	0	0	0	0	0	0	0	-0.5	0
Polr3e	0	0	0	0.5	0.5	0.5	0	0	0.5	0	0
Polr3f	0	0	0	0	0	0.5	0	0.5	0.5	0	0
Por	0.5	0	0	0.5	0.5	0.5	0	0.5	0	0.5	0
Ppa2	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Ppargc1a	0	0	0	0	0	0	0	0.5	0	0.5	0
Ppdpf	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ppef2	0	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Ppfia4	0	0	-0.5	0	0	0	0	0	0	0	0
Ppfibp1	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Ppig	0	0.5	0	0	0.5	0	0.5	0	0.5	0.5	0
Ppip5k2	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Ppm1f	0	0	0	0	0	0	0	-0.5	0	0	0
Ppm1h	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Ppm1k	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Ppm1m	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Ppox	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	0
Ppp1r10	0	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0
Ppp1r13l	0	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0
Ppp1r14b	0	0	0	0	0.5	0.5	0.5	0	0.5	0.5	0
Ppp1r15a	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0
Ppp1r16b	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Ppp1r2	0	0.5	0	0	0.5	0.5	0	0.5	0	0.5	0
Ppp1r3b	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Ppp2ca	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Ppp2r4	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Ppp2r5e	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Ppp4r1	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0
Ppp4r2	0	0	0	0.5	0.5	0	0.5	0	0.5	0	0
Ppp6r1	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0
Ppp6r2	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0
Ppwd1	0	0	0	0	0.5	0	0	0	0.5	0	0
Pqlc1	0	0	0	0	0	1.5	0	0.5	0	0.5	0
Pqlc2	0	0	0	0	0.5	0	0	0	0.5	0	0
Pqlc3	0	0	0	0	0	0.5	0	0	0	0.5	0
Pram1	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Prc1	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Prdm1	0	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0
Prdm15	0	0	0	0	0.5	0	0	0	0.5	0	0
Prdm8	0	0	0	0	0.5	0	0	0	0	0.5	0
Prdm9	0	0	-0.5	0	0	0	0	0	0	0	0
Prdx1	0.5	0	0	0.5	0	0.5	0.5	0.5	0	0.5	0
Prdx5	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Prim1	0	-0.5	-0.5	0	0	0	0	-0.5	0	0	-0.5
Prkdc	0	0	0	0	0	0	0	0	0	0	-0.5
Prkg1	0	0	0	0	0	0	0	0.5	0.5	0	0
Prkra	0	0	-0.5	0	0	-1.5	0	-1.5	0	-1.5	0
Prkx	0	0	0	0.5	0.5	0	0	0.5	0	0.5	0
Prmt1	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0
Prnp	0.5	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0
Procr	0	0	0	0.5	0	0	0	0	0	0.5	0
Pros1	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0
Prpf3	0	0.5	0	0	0.5	0	0	0	0	0	0
Prpf39	0	0	0	0.5	0.5	0.5	0.5	0.5	0	0	0
Prpsap1	0	0	0	0	0	0	0	0	-0.5	0	0
Prr12	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5
Prr3	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Prr5	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Prr5l	0.5	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0
Prss30	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	-0.5
Prss53	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Prune	0	0	0	0	0	0.5	0.5	0	0	0.5	0
Prune2	0.5	0	0	0.5	0	0	0	0	0	0.5	0
Psd	0	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0
Psd4	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0
Psma5	0	0	0	0	0	0	0	-0.5	0	0	0
Psma8	0	0	0	0	0	0	0	-0.5	0	0	0
Psmb10	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Psmb8	0	-0.5	0	0	0	0	0	0	0	-0.5	0
Psmb9	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5
Psmd1	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0	0
Psmd11	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Psmd8	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	0
Psme1	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Psme2	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Psmg4	0	0	0	0	0	-0.5	0	0	0	0	0
Psrc1	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Ptafr	0	0	0	0.5	0	0	0	0.5	0	0	0
Ptcd3	0	0	0	0	0	0.5	0.5	0.5	0	0	0
Ptger4	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Ptgir	0	0	0	0.5	0	0	0.5	0	0	0.5	0
Ptgr1	0	0	0	0	0	0	0	0	0.5	0.5	0
Ptgs1	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Ptgs2	0	0	0	0	0	0	0	0	-0.5	0	0
Pth1r	0	0.5	0	0	0	0	0	0	0.5	0	0
Ptk2	0	0.5	0	0	0	0	0.5	0	0	0.5	0
Ptp4a3	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Ptplad1	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0
Ptpn18	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Ptpn23	0.5	0	0	0	0	0	0.5	0.5	0	0	0
Ptpn3	0	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Ptpn6	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Ptpn7	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Ptprb	0	0	0	0	0	0	0	0	0	0.5	0
Ptprg	0.5	0	0	0.5	0	0.5	0.5	0	0	0	0
Ptprk	0	0	0	0	0	0	0.5	0	0.5	0	0
Ptpro	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Ptprv	0	0	0	0	0	0	0	-0.5	0	0	0
Pts	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Pttg1	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0
Pttg1ip	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Purb	0	0	0	0.5	0.5	0.5	0	0.5	0	0.5	0
Pusl1	0.5	0	0	0.5	0.5	0.5	0	0	0.5	0.5	0
Pvr	0	0	0	0.5	0	0	0.5	0.5	0	0	0
Pvrl1	0	0	0	0	0.5	0	0.5	0	0	0.5	0
Pvrl2	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Pvt1	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Pxmp4	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	0	0
Pxn	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Pycard	0	0	0	0	0	0	0	0	0	0	-0.5
Pygl	0	0	0	0	0	0	0	0	0	-0.5	0
Pygm	0	0.5	0	0.5	0	0.5	0	0	0.5	0.5	0
Rab10	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0	0
Rab11a	0	0	0	0	0	0.5	0.5	0	0	0	0
Rab11fip1	0	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0
Rab11fip5	0	0.5	0	0	0.5	0.5	0	0.5	0.5	1.5	0
Rab12	0	0	0	0	0.5	0	0.5	0.5	0	0	0
Rab19	0	-0.5	-0.5	0	0	0	0	0	0	-0.5	0
Rab22a	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Rab24	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	0	0
Rab27a	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Rab34	0	0	0	0	0	0.5	0	0	0	0	0
Rab39	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rab3d	0	0	0	0.5	0.5	0.5	0	0.5	0	0	0
Rab3gap2	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0
Rab5b	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rab7l1	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Rab8b	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Rabep1	0	0	0	0.5	0	0.5	0	0.5	0.5	0.5	0
Rabgef1	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rac2	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5
Racgap1	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Rad50	0	0	0	0	0	0	0	-0.5	0	0	0
Rad52	0	0	0	0	0	0	0	0.5	0	0	0
Rala	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Ralgds	0	0	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Ralgps2	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0
Ramp1	0.5	0.5	0	0.5	0	0	0	0	0	0	0
Ramp3	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0
Rangrf	0	0	0	0	0	-0.5	0	0	0	-0.5	0
Rap2b	0	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0
Rapgef2	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Rapgef4	0.5	0	0	0.5	0	0.5	0.5	0.5	0	0	0
Raph1	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Rarb	0.5	0	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0
Rarg	0	0	0	0.5	0.5	0.5	0	0.5	0	0.5	0
Rarres2	0	0	0	0.5	0	0	0	0	0	0.5	0
Rasa1	0	0.5	0	0	0.5	0.5	0	0	0	0.5	0
Rasa2	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Rasal3	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Rasgef1b	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Rasgrf2	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Rasgrp1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Rasgrp2	0	-0.5	0	0	0	-0.5	0	0	-0.5	-0.5	0
Rasgrp4	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rassf3	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Rassf5	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rbbp6	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Rbck1	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	0	0
Rbfa	0	-0.5	-0.5	0	0	-0.5	0	0	0	0	0
Rbks	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Rbl1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Rbl2	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5
Rbm12	0	0	0	0	0.5	0.5	0	0.5	0	0	0
Rbm25	0	0	0	0	0	0.5	0	0.5	0	0.5	0
Rbm34	0	0	0	0.5	0.5	0.5	0	0.5	0	0.5	0
Rbm38	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Rbm4	0	0	0	0	0	0.5	0	0	0	0	0
Rbm43	0	0	-0.5	0	0	0	0	0	0	0	0
Rbm47	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Rbms1	0	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Rc3h1	0	0	0	0.5	0.5	0.5	0	0.5	0	0.5	0
Rcan1	0	0.5	0	0.5	0.5	0	0.5	0.5	0	0	0
Rcan2	0.5	0	0	0.5	0	0	0	0	0	0	0
Rcc2	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rcn3	0	0.5	0	0	0	0.5	0	0	0	0	0
Rcsd1	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Rdh10	0	0.5	0	0	0.5	0	0	0.5	0	0.5	0
Rdm1	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Reck	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0
Rell1	1.5	0.5	0	1.5	0	0.5	0.5	0.5	0	0.5	0
Rell2	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Relt	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rere	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Retnla	0	0	0	0	0	0	0	0	0	0.5	0
Retnlg	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Rev1	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Rev3l	0	0.5	0	0	0.5	0	0	0.5	0.5	1.5	0
Rfc1	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Rfc2	0	-0.5	0	0	0	-0.5	0	-0.5	0	-0.5	0
Rfng	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Rfwd3	0	-0.5	0	0	0	0	0	-0.5	0	-0.5	0
Rgl1	0	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Rgs10	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Rgs12	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rgs14	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5
Rgs16	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Rgs19	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rgs2	0	-0.5	0	0	0	-0.5	0	-0.5	0	0	0
Rgs9	0	0	0	0.5	0	0	0	0	0.5	0.5	0
Rhbdf2	0.5	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Rhob	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Rhoq	0	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0
Rhpn2	0	0	0	0	0	0.5	0.5	0	0	0	0
Rinl	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Riok2	0.5	0	0	0.5	0	0.5	0.5	0.5	0	0	0
Riok3	0	0	0	0.5	0.5	0	0	0.5	0	0	0
Rit1	0	0	0	0.5	0	0.5	0	0	0	0.5	0
Rlim	0	0	0	0	0.5	0	0	0.5	0	0	0
Rltpr	0	0.5	0	0	0.5	0.5	0	0	0	0	0
Rnase6	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Rnaseh2c	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	-0.5
Rnd3	0	0	0	0	0	0	0	0	-0.5	-0.5	0
Rnf114	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rnf144b	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0
Rnf157	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Rnf166	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Rnf169	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rnf180	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0	0
Rnf181	0	-0.5	-0.5	0	0	-0.5	0	0	0	0	0
Rnf19a	0	0.5	0	0.5	0.5	0.5	0	0.5	0	0.5	0
Rnf19b	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rnf214	0	0	0	0	0	0	0	0	-0.5	-0.5	0
Rnf217	0.5	0	0	0.5	0	0	0	0.5	0	0.5	0
Rnf219	0	0	0	0	0.5	0	0	0.5	0	0	0
Rnf24	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0
Rnf26	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rnf5	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rnf6	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0
Rnf8	0	0.5	0	0	0.5	0	0	0	0	0	0
Rnh1	0	0	0	0.5	0.5	0.5	0	0.5	0	0.5	0
Rnpep	0	0	-1.5	-1.0	0	-0.5	0	0	0	-0.5	0
Rnu11	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Robo2	0	0	0	0	0	0	0.5	0	0	0	0
Robo4	0	0	0	0	0.5	0.5	0	0.5	0	0	0
Rogdi	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0
Rom1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Rpa1	0	0	0	0	0	-0.5	0	0	0	0	0
Rpa3	0	0	0	0	0	0	0	0	0	-0.5	0
Rpf1	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0
Rpia	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rpl10a	0	0	-0.5	0	0	0	0	-0.5	0	0	-0.5
Rpl11	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5
Rpl12	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Rpl13a	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Rpl14	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Rpl17	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Rpl18	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Rpl18a	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	0
